gamePk,atBatIndex,playIndex,playId,runnerid,runnerfullName,originBase,start,end,event,eventType,movementReason,isOut,outBase,outNumber,isScoringEvent,rbi,earned,teamUnearned,responsiblepitcherid
776320,0,7,774b72e3-aef3-3712-a5b5-d173bf73dc93,669707,Jared Triolo,,,1B,Single,single,,False,,,False,False,False,False,
776320,1,5,e72813e0-c52e-3c8e-84ee-701bc595e75d,669707,Jared Triolo,1B,1B,2B,Walk,walk,r_adv_force,False,,,False,False,False,False,
776320,1,5,e72813e0-c52e-3c8e-84ee-701bc595e75d,687462,Spencer Horwitz,,,1B,Walk,walk,,False,,,False,False,False,False,
776320,2,7,76887332-614b-3d4b-8ea1-dcca7ee57ca8,668804,Bryan Reynolds,,,,Strikeout,strikeout,,True,1B,1,False,False,False,False,
776320,3,1,cb1112ca-668d-3547-8325-35568adfa89c,502054,Tommy Pham,,,,Groundout,field_out,,True,1B,2,False,False,False,False,
776320,3,1,cb1112ca-668d-3547-8325-35568adfa89c,669707,Jared Triolo,2B,2B,3B,Groundout,field_out,r_adv_force,False,,,False,False,False,False,
776320,3,1,cb1112ca-668d-3547-8325-35568adfa89c,687462,Spencer Horwitz,1B,1B,2B,Groundout,field_out,r_adv_force,False,,,False,False,False,False,
776320,4,0,4b8e26ce-d991-3589-a7b6-32c9eb6017c5,693304,Nick Gonzales,,,3B,Triple,triple,,False,,,False,False,False,False,
776320,4,0,4b8e26ce-d991-3589-a7b6-32c9eb6017c5,669707,Jared Triolo,3B,3B,score,Triple,triple,r_adv_force,False,,,True,True,True,False,676917
776320,4,0,4b8e26ce-d991-3589-a7b6-32c9eb6017c5,687462,Spencer Horwitz,2B,2B,score,Triple,triple,r_adv_force,False,,,True,True,True,False,676917
776320,5,3,2db28a4c-a348-3523-bfaa-da97041165af,693304,Nick Gonzales,3B,3B,score,Wild Pitch,wild_pitch,r_adv_play,False,,,True,False,True,False,676917
776320,5,5,b4ef4a50-1f60-3892-9339-b0c4c34d6c08,665833,Oneil Cruz,,,1B,Single,single,,False,,,False,False,False,False,
776320,6,0,7c4ea8eb-b657-3ff4-9026-0ad7895840de,665833,Oneil Cruz,1B,1B,2B,Hit By Pitch,hit_by_pitch,r_adv_force,False,,,False,False,False,False,
776320,6,0,7c4ea8eb-b657-3ff4-9026-0ad7895840de,663698,Joey Bart,,,1B,Hit By Pitch,hit_by_pitch,,False,,,False,False,False,False,
776320,7,4,ce4b427c-9ad5-376d-99f8-202917f94d02,663698,Joey Bart,1B,1B,,Forceout,force_out,r_force_out,True,2B,3,False,False,False,False,
776320,7,4,ce4b427c-9ad5-376d-99f8-202917f94d02,694377,Nick Yorke,,,1B,Forceout,force_out,,False,,,False,False,False,False,
776320,8,4,66d1f10c-eba4-3922-b6df-683fe3bc28be,682928,CJ Abrams,,,,Strikeout,strikeout,,True,1B,1,False,False,False,False,
776320,9,6,75dac37b-0879-3c0d-a41d-72e982e89ccc,695578,James Wood,,,,Strikeout,strikeout,,True,1B,2,False,False,False,False,
776320,10,5,226302a3-44b4-3c45-8d85-50c4ae6fabd4,656180,Riley Adams,,,,Groundout,field_out,,True,1B,3,False,False,False,False,
776320,11,7,d8ef9729-35e7-3649-ab03-f505593d2ef2,678225,Ji Hwan Bae,,,1B,Walk,walk,,False,,,False,False,False,False,
776320,12,1,35db3af5-83bd-3e1a-aae9-66e5d96e7142,678225,Ji Hwan Bae,1B,1B,,Caught Stealing 2B,caught_stealing_2b,r_caught_stealing_2b,True,2B,1,False,False,False,False,
776320,12,3,30a2500d-5550-36de-8d69-934b5e1eff89,669707,Jared Triolo,,,,Lineout,field_out,,True,1B,2,False,False,False,False,
776320,13,3,2c9f3f4f-18f3-32bd-b8c2-617f51727ae4,687462,Spencer Horwitz,,,,Groundout,field_out,,True,1B,3,False,False,False,False,
776320,14,3,e024ed0f-6366-332d-95d7-444f8bed1267,695734,Daylen Lile,,,1B,Walk,walk,,False,,,False,False,False,False,
776320,15,2,d9045a41-6a06-3544-81ec-3b12391430e9,665953,Andrés Chaparro,,,1B,Single,single,,False,,,False,False,False,False,
776320,15,2,d9045a41-6a06-3544-81ec-3b12391430e9,695734,Daylen Lile,1B,1B,2B,Single,single,r_adv_force,False,,,False,False,False,False,
776320,15,2,d9045a41-6a06-3544-81ec-3b12391430e9,695734,Daylen Lile,1B,2B,3B,Single,single,r_adv_play,False,,,False,False,False,False,
776320,16,3,e59fb4fb-b7fe-31bb-8095-27965cbda8d7,690987,Robert Hassell III,,,,Strikeout,strikeout,,True,1B,1,False,False,False,False,
776320,17,0,c39b0ca6-7b87-3737-a677-7972d7e0bd92,657557,Paul DeJong,,,2B,Double,double,,False,,,False,False,False,False,
776320,17,0,c39b0ca6-7b87-3737-a677-7972d7e0bd92,695734,Daylen Lile,3B,3B,score,Double,double,r_adv_play,False,,,True,True,True,False,681347
776320,17,0,c39b0ca6-7b87-3737-a677-7972d7e0bd92,665953,Andrés Chaparro,1B,1B,3B,Double,double,r_adv_force,False,,,False,False,False,False,
776320,18,2,8372ae5f-9950-3027-8236-89c4f2807de1,683083,Nasim Nuñez,,,,Sac Fly,sac_fly,,True,1B,2,False,False,False,False,
776320,18,2,8372ae5f-9950-3027-8236-89c4f2807de1,665953,Andrés Chaparro,3B,3B,score,Sac Fly,sac_fly,r_adv_play,False,,,True,True,True,False,681347
776320,19,1,1291f3aa-5de3-3703-a447-c550cbf05ab8,696285,Jacob Young,,,1B,Single,single,,False,,,False,False,False,False,
776320,19,1,1291f3aa-5de3-3703-a447-c550cbf05ab8,696285,Jacob Young,,1B,2B,Single,single,r_adv_throw,False,,,False,False,False,False,
776320,19,1,1291f3aa-5de3-3703-a447-c550cbf05ab8,657557,Paul DeJong,2B,2B,score,Single,single,r_adv_play,False,,,True,True,True,False,681347
776320,20,3,78966240-c70d-3933-8cf4-3c052ec4de3d,682928,CJ Abrams,,,,Strikeout,strikeout,,True,1B,3,False,False,False,False,
776320,21,0,e30c6c05-b2da-3e68-9371-a74421103ed5,668804,Bryan Reynolds,,,,Groundout,field_out,,True,1B,1,False,False,False,False,
776320,22,2,8ee2ce9a-8b3e-34e3-a23a-f6be6090cad2,502054,Tommy Pham,,,,Strikeout,strikeout,,True,1B,2,False,False,False,False,
776320,23,1,0bd73fe2-c10c-3111-8ccf-58d73dfd5033,693304,Nick Gonzales,,,,Groundout,field_out,,True,1B,3,False,False,False,False,
776320,24,1,5cd36bd1-cbae-3775-bd2f-eb6b8f2fb833,695578,James Wood,,,,Lineout,field_out,,True,1B,1,False,False,False,False,
776320,25,6,475e1ffe-b54b-37ab-a5e5-7d0be8dace78,656180,Riley Adams,,,,Strikeout,strikeout,,True,1B,2,False,False,False,False,
776320,26,0,f20493d5-25d9-3b6e-8282-8543dffd3f9d,695734,Daylen Lile,,,1B,Single,single,,False,,,False,False,False,False,
776320,27,1,7f8d9b82-3107-3da1-8443-d4e3c5c2c83a,695734,Daylen Lile,1B,1B,,Caught Stealing 2B,caught_stealing_2b,r_caught_stealing_2b,True,2B,3,False,False,False,False,
776320,28,0,05ef9490-ece1-3d75-af8f-6d60a3c08145,665833,Oneil Cruz,,,,Groundout,field_out,,True,1B,1,False,False,False,False,
776320,29,4,f82ac41a-29bf-3f88-9cd2-4aafb03b6d85,663698,Joey Bart,,,1B,Walk,walk,,False,,,False,False,False,False,
776320,30,2,7dfb7287-148c-3ae5-929b-7319eba926ad,694377,Nick Yorke,,,,Groundout,field_out,,True,1B,2,False,False,False,False,
776320,30,2,7dfb7287-148c-3ae5-929b-7319eba926ad,663698,Joey Bart,1B,1B,2B,Groundout,field_out,r_adv_force,False,,,False,False,False,False,
776320,31,0,8347b4fc-de6a-3389-bb0d-b1edafc4c3ac,678225,Ji Hwan Bae,,,,Groundout,field_out,,True,1B,3,False,False,False,False,
776320,32,1,52e5da8c-0abc-39c1-a435-6a7e04993aba,665953,Andrés Chaparro,,,,Pop Out,field_out,,True,1B,1,False,False,False,False,
776320,33,3,6a168fb2-1a2a-3b22-84d4-f298ec6b3a59,690987,Robert Hassell III,,,,Strikeout,strikeout,,True,1B,2,False,False,False,False,
776320,34,2,50d83ede-c796-356d-a6d2-5d8512c405d5,657557,Paul DeJong,,,2B,Double,double,,False,,,False,False,False,False,
776320,35,2,8ad0448e-55a9-31b7-a2be-9bb44d7df82f,683083,Nasim Nuñez,,,,Groundout,field_out,,True,1B,3,False,False,False,False,
776320,36,4,34654008-3498-3f90-8fd2-56b7ab6d43e4,669707,Jared Triolo,,,1B,Walk,walk,,False,,,False,False,False,False,
776320,37,1,46da68ef-fae7-3a63-9476-e06db01cc7ac,669707,Jared Triolo,1B,1B,,Grounded Into DP,grounded_into_double_play,r_force_out,True,2B,1,False,False,False,False,
776320,37,1,46da68ef-fae7-3a63-9476-e06db01cc7ac,687462,Spencer Horwitz,,,,Grounded Into DP,grounded_into_double_play,,True,1B,2,False,False,False,False,
776320,38,2,0abfa49a-548b-34d1-85e7-1f91f2fab091,668804,Bryan Reynolds,,,,Groundout,field_out,,True,1B,3,False,False,False,False,
776320,39,4,2fc5952c-16fa-32f1-993f-99fa654b7d12,696285,Jacob Young,,,,Groundout,field_out,,True,1B,1,False,False,False,False,
776320,40,5,c0f6fe2c-eb2a-36c9-ae7f-33bc494246c5,682928,CJ Abrams,,,,Strikeout,strikeout,,True,1B,2,False,False,False,False,
776320,41,3,9c17b6c3-6b3c-3ce1-9cec-bc0f5ee73230,695578,James Wood,,,,Strikeout,strikeout,,True,1B,3,False,False,False,False,
776320,42,3,a0687388-1209-3703-a9e4-2cf34b89922e,502054,Tommy Pham,,,,Flyout,field_out,,True,1B,1,False,False,False,False,
776320,43,4,0d4446f4-8f98-31f8-8997-648faecd7d52,693304,Nick Gonzales,,,,Pop Out,field_out,,True,1B,2,False,False,False,False,
776320,44,3,b4a2eaf1-bb45-384e-ae63-a19748b7c15c,665833,Oneil Cruz,,,1B,Walk,walk,,False,,,False,False,False,False,
776320,45,2,25839b0f-d267-3e7c-a936-bdc0abca742d,665833,Oneil Cruz,1B,1B,2B,Stolen Base 2B,stolen_base_2b,r_stolen_base_2b,False,,,False,False,False,False,
776320,45,7,e8c0f2f1-f5ef-360c-ad11-8c999ca54881,663698,Joey Bart,,,,Strikeout,strikeout,,True,1B,3,False,False,False,False,
776320,46,2,1d7dc7b6-37a7-351f-834a-466e786ae0cb,656180,Riley Adams,,,,Groundout,field_out,,True,1B,1,False,False,False,False,
776320,47,8,77d9b945-9648-3b23-a13d-74248ab2d658,695734,Daylen Lile,,,1B,Walk,walk,,False,,,False,False,False,False,
776320,48,1,21ca6f1c-0d34-394e-b876-3b60e3e59ad3,665953,Andrés Chaparro,,,1B,Single,single,,False,,,False,False,False,False,
776320,48,1,21ca6f1c-0d34-394e-b876-3b60e3e59ad3,695734,Daylen Lile,1B,1B,2B,Single,single,r_adv_force,False,,,False,False,False,False,
776320,49,5,22bbfa52-033d-383e-9519-d4f37bdf0217,690987,Robert Hassell III,,,,Flyout,field_out,,True,1B,2,False,False,False,False,
776320,50,3,82e05039-1f10-3368-b925-f18fc9aaf504,657557,Paul DeJong,,,,Strikeout,strikeout,,True,1B,3,False,False,False,False,
776320,51,2,b090972a-2e9f-328d-8a2c-67a6289e9cac,694377,Nick Yorke,,,1B,Field Error,field_error,,False,,,False,False,False,False,
776320,52,3,f779a5af-7937-3d89-a01b-7d8cec8cf9f8,678225,Ji Hwan Bae,,,,Strikeout,strikeout,,True,1B,1,False,False,False,False,
776320,53,3,33a6a7fb-80c5-327f-a5c3-8ed89de8e630,669707,Jared Triolo,,,,Strikeout,strikeout,,True,1B,2,False,False,False,False,
776320,54,3,15b2d0ea-c1db-39f0-b9ea-6676577c7b7a,694377,Nick Yorke,1B,1B,2B,Walk,walk,r_adv_force,False,,,False,False,False,False,
776320,54,3,15b2d0ea-c1db-39f0-b9ea-6676577c7b7a,687462,Spencer Horwitz,,,1B,Walk,walk,,False,,,False,False,False,False,
776320,55,4,e5ee4685-55ea-382f-8c74-baf159d96d7d,687462,Spencer Horwitz,1B,1B,,Forceout,force_out,r_force_out,True,2B,3,False,False,False,False,
776320,55,4,e5ee4685-55ea-382f-8c74-baf159d96d7d,668804,Bryan Reynolds,,,1B,Forceout,force_out,,False,,,False,False,False,False,
776320,56,3,8f67e78b-6c59-31a7-b3a7-77ff368dd874,683083,Nasim Nuñez,,,,Lineout,field_out,,True,1B,1,False,False,False,False,
776320,57,0,8e1f438b-1d01-35f8-8380-0c1e00726017,696285,Jacob Young,,,,Flyout,field_out,,True,1B,2,False,False,False,False,
776320,58,4,4eff3257-12c4-36c8-a1ef-0db7e8e88a09,682928,CJ Abrams,,,,Strikeout,strikeout,,True,1B,3,False,False,False,False,
776320,59,2,10597a2d-d0c0-36c5-a880-88232618b33d,502054,Tommy Pham,,,,Groundout,field_out,,True,1B,1,False,False,False,False,
776320,60,6,9d4a446b-080f-3192-a478-1cf638736512,693304,Nick Gonzales,,,,Strikeout,strikeout,,True,1B,2,False,False,False,False,
776320,61,3,8ced26df-bb04-373f-9ae5-adf9cb188589,665833,Oneil Cruz,,,2B,Double,double,,False,,,False,False,False,False,
776320,62,1,8d691630-5be4-3079-9f02-a6fe04191f01,663698,Joey Bart,,,,Groundout,field_out,,True,1B,3,False,False,False,False,
776320,63,3,73ffff14-fd1e-372e-a027-d17191a179d8,695578,James Wood,,,1B,Walk,walk,,False,,,False,False,False,False,
776320,64,1,a6f3444f-bc03-326f-b7ba-791e266aa1f8,656180,Riley Adams,,,,Flyout,field_out,,True,1B,1,False,False,False,False,
