gamePk,inning,half,battingteamid,runs,hits,errors,leftOnBase
777847,1,0,113,0,1,0,1
777847,1,1,134,0,0,0,1
777847,2,0,113,0,0,0,0
777847,2,1,134,0,1,0,0
777847,3,0,113,0,0,0,0
777847,3,1,134,0,0,0,0
777847,4,0,113,0,1,0,1
777847,4,1,134,0,0,0,0
777847,5,0,113,0,0,0,0
777847,5,1,134,0,2,0,1
777847,6,0,113,0,1,0,0
777847,6,1,134,1,1,0,1
777847,7,0,113,0,1,0,1
777847,7,1,134,0,1,0,3
777847,8,0,113,0,0,1,0
777847,8,1,134,0,1,0,3
777847,9,0,113,0,1,0,0
777847,9,1,134,,0,0,0
777850,1,0,112,1,2,0,1
777850,1,1,146,0,0,0,0
777850,2,0,112,0,0,0,0
777850,2,1,146,0,0,0,0
777850,3,0,112,0,2,0,1
777850,3,1,146,1,2,0,1
777850,4,0,112,0,0,0,0
777850,4,1,146,0,1,0,2
777850,5,0,112,0,1,0,1
777850,5,1,146,0,0,0,0
777850,6,0,112,8,8,0,1
777850,6,1,146,0,1,0,1
777850,7,0,112,0,2,0,2
777850,7,1,146,0,0,0,1
777850,8,0,112,0,0,0,1
777850,8,1,146,0,1,0,1
777850,9,0,112,5,6,0,1
777850,9,1,146,0,1,0,0
777851,1,0,121,0,0,0,0
777851,1,1,111,0,0,0,2
777851,2,0,121,0,0,0,2
777851,2,1,111,0,1,0,1
777851,3,0,121,0,0,0,2
777851,3,1,111,0,1,0,2
777851,4,0,121,0,1,0,1
777851,4,1,111,0,0,0,0
777851,5,0,121,0,2,0,1
777851,5,1,111,2,2,0,0
777851,6,0,121,0,0,0,1
777851,6,1,111,0,0,0,0
777851,7,0,121,0,1,0,0
777851,7,1,111,0,0,0,0
777851,8,0,121,0,0,0,0
777851,8,1,111,0,1,0,1
777851,9,0,121,0,0,0,0
777851,9,1,111,,0,0,0
777841,1,0,144,0,0,0,0
777841,1,1,120,3,4,0,0
777841,2,0,144,3,4,1,1
777841,2,1,120,1,1,0,0
777841,3,0,144,0,1,0,1
777841,3,1,120,0,1,0,0
777841,4,0,144,0,0,0,0
777841,4,1,120,0,0,0,1
777841,5,0,144,0,1,0,1
777841,5,1,120,0,0,0,1
777841,6,0,144,0,0,0,0
777841,6,1,120,0,0,0,1
777841,7,0,144,0,0,0,0
777841,7,1,120,1,2,0,2
777841,8,0,144,0,1,0,0
777841,8,1,120,0,0,0,1
777841,9,0,144,0,0,0,0
777841,9,1,120,,0,0,0
777848,1,0,117,0,1,0,1
777848,1,1,139,0,0,0,0
777848,2,0,117,1,2,0,1
777848,2,1,139,0,1,0,1
777848,3,0,117,1,3,0,2
777848,3,1,139,0,1,0,1
777848,4,0,117,0,1,0,2
777848,4,1,139,0,1,0,1
777848,5,0,117,0,0,0,0
777848,5,1,139,0,0,0,0
777848,6,0,117,0,0,0,0
777848,6,1,139,0,0,0,1
777848,7,0,117,0,0,0,1
777848,7,1,139,0,0,0,1
777848,8,0,117,0,1,0,1
777848,8,1,139,2,2,0,0
777848,9,0,117,0,1,0,1
777848,9,1,139,1,1,0,1
777849,1,0,140,0,0,0,0
777849,1,1,147,0,0,0,0
777849,2,0,140,0,1,0,1
777849,2,1,147,1,1,0,0
777849,3,0,140,0,0,0,0
777849,3,1,147,0,1,0,1
777849,4,0,140,0,1,0,1
777849,4,1,147,1,2,0,0
777849,5,0,140,0,1,0,1
777849,5,1,147,0,0,0,0
777849,6,0,140,0,2,0,3
777849,6,1,147,1,2,0,2
777849,7,0,140,0,0,0,0
777849,7,1,147,0,0,0,1
777849,8,0,140,0,1,0,1
777849,8,1,147,2,3,0,1
777849,9,0,140,2,2,0,1
777849,9,1,147,,0,0,0
777845,1,0,135,0,1,0,1
777845,1,1,141,1,1,0,0
777845,2,0,135,0,0,0,0
777845,2,1,141,0,0,0,0
777845,3,0,135,0,1,0,1
777845,3,1,141,0,0,0,0
777845,4,0,135,0,0,0,1
777845,4,1,141,0,0,0,0
777845,5,0,135,0,1,0,1
777845,5,1,141,2,2,0,0
777845,6,0,135,0,1,0,1
777845,6,1,141,0,0,0,0
777845,7,0,135,0,1,0,0
777845,7,1,141,0,0,0,0
777845,8,0,135,0,0,0,0
777845,8,1,141,0,0,0,1
777845,9,0,135,0,0,0,0
777845,9,1,141,,0,0,0
777846,1,0,136,0,1,0,1
777846,1,1,145,0,1,0,2
777846,2,0,136,0,0,0,0
777846,2,1,145,0,1,0,1
777846,3,0,136,0,0,0,1
777846,3,1,145,1,3,0,1
777846,4,0,136,0,1,0,1
777846,4,1,145,0,1,0,1
777846,5,0,136,0,0,0,0
777846,5,1,145,0,1,0,1
777846,6,0,136,0,0,0,0
777846,6,1,145,0,0,1,0
777846,7,0,136,0,0,0,0
777846,7,1,145,0,0,0,0
777846,8,0,136,0,1,0,3
777846,8,1,145,0,0,0,0
777846,9,0,136,0,1,0,1
777846,9,1,145,,0,0,0
777844,1,0,110,0,0,0,0
777844,1,1,158,0,0,0,1
777844,2,0,110,0,0,0,1
777844,2,1,158,0,0,0,1
777844,3,0,110,0,0,0,0
777844,3,1,158,1,1,0,1
777844,4,0,110,0,1,0,1
777844,4,1,158,2,2,0,1
777844,5,0,110,0,1,0,2
777844,5,1,158,0,1,0,2
777844,6,0,110,0,1,0,1
777844,6,1,158,0,0,0,1
777844,7,0,110,2,4,0,1
777844,7,1,158,0,0,0,0
777844,8,0,110,0,1,2,1
777844,8,1,158,2,3,0,2
777844,9,0,110,0,0,0,0
777844,9,1,158,,0,0,0
777840,1,0,116,2,3,0,1
777840,1,1,138,0,0,0,0
777840,2,0,116,0,0,0,0
777840,2,1,138,0,1,0,1
777840,3,0,116,2,2,0,0
777840,3,1,138,0,0,0,0
777840,4,0,116,0,0,0,0
777840,4,1,138,0,0,0,0
777840,5,0,116,0,0,0,0
777840,5,1,138,2,2,0,1
777840,6,0,116,0,0,0,0
777840,6,1,138,1,4,0,3
777840,7,0,116,0,0,0,0
777840,7,1,138,1,1,0,0
777840,8,0,116,0,0,0,0
777840,8,1,138,0,0,0,2
777840,9,0,116,1,2,0,1
777840,9,1,138,0,0,0,0
777842,1,0,143,3,4,0,1
777842,1,1,115,0,0,0,0
777842,2,0,143,0,0,0,0
777842,2,1,115,0,1,0,2
777842,3,0,143,0,2,0,2
777842,3,1,115,0,0,0,1
777842,4,0,143,0,2,0,2
777842,4,1,115,1,1,0,1
777842,5,0,143,1,1,0,1
777842,5,1,115,0,0,0,0
777842,6,0,143,0,1,0,1
777842,6,1,115,0,0,0,0
777842,7,0,143,3,4,0,2
777842,7,1,115,1,3,1,1
777842,8,0,143,0,1,0,1
777842,8,1,115,0,0,0,0
777842,9,0,143,0,2,1,2
777842,9,1,115,2,3,0,1
777836,1,0,118,0,1,0,1
777836,1,1,137,0,2,0,2
777836,2,0,118,0,1,0,0
777836,2,1,137,0,0,0,0
777836,3,0,118,1,1,0,0
777836,3,1,137,0,1,1,0
777836,4,0,118,0,1,0,1
777836,4,1,137,2,2,0,2
777836,5,0,118,0,1,1,1
777836,5,1,137,1,2,0,2
777836,6,0,118,0,0,0,1
777836,6,1,137,0,1,0,1
777836,7,0,118,0,0,0,0
777836,7,1,137,0,0,0,0
777836,8,0,118,1,2,1,0
777836,8,1,137,0,0,0,1
777836,9,0,118,0,0,0,0
777836,9,1,137,,0,0,0
777843,1,0,108,0,1,0,1
777843,1,1,133,0,0,0,0
777843,2,0,108,0,0,0,0
777843,2,1,133,1,3,0,2
777843,3,0,108,0,0,0,1
777843,3,1,133,0,1,0,1
777843,4,0,108,1,2,0,1
777843,4,1,133,3,3,0,0
777843,5,0,108,4,4,0,1
777843,5,1,133,0,1,0,1
777843,6,0,108,0,0,0,1
777843,6,1,133,0,1,0,1
777843,7,0,108,0,1,1,1
777843,7,1,133,0,1,0,1
777843,8,0,108,0,0,0,0
777843,8,1,133,0,0,0,0
777843,9,0,108,2,3,0,2
777843,9,1,133,1,2,0,1
777838,1,0,109,0,0,0,0
777838,1,1,119,0,1,0,0
777838,2,0,109,0,0,0,0
777838,2,1,119,0,0,0,0
777838,3,0,109,0,0,0,0
777838,3,1,119,0,0,0,0
777838,4,0,109,0,0,0,1
777838,4,1,119,1,2,0,2
777838,5,0,109,0,0,0,0
777838,5,1,119,0,0,0,0
777838,6,0,109,0,0,0,0
777838,6,1,119,0,1,0,1
777838,7,0,109,0,1,0,2
777838,7,1,119,0,1,0,1
777838,8,0,109,0,2,0,3
777838,8,1,119,0,1,0,1
777838,9,0,109,1,2,0,1
777838,9,1,119,0,0,0,2
777838,10,0,109,2,2,0,1
777838,10,1,119,3,1,0,2
