gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
776691,2025-08-19T18:20:00Z,2025-08-19,1,R,F,Final,158,Milwaukee Brewers,4,112,Chicago Cubs,6,17,Wrigley Field,9
776676,2025-08-20T00:05:00Z,2025-08-19,1,R,F,Final,158,Milwaukee Brewers,1,112,Chicago Cubs,4,17,Wrigley Field,9
776685,2025-08-19T22:40:00Z,2025-08-19,1,R,F,Final,117,Houston Astros,0,116,Detroit Tigers,1,2394,Comerica Park,9
776679,2025-08-19T22:40:00Z,2025-08-19,1,R,F,Final,141,Toronto Blue Jays,7,134,Pittsburgh Pirates,3,31,PNC Park,9
776686,2025-08-19T22:40:00Z,2025-08-19,1,R,F,Final,138,St. Louis Cardinals,7,146,Miami Marlins,4,4169,loanDepot park,9
776678,2025-08-19T22:45:00Z,2025-08-19,1,R,F,Final,121,New York Mets,8,120,Washington Nationals,1,3309,Nationals Park,9
776680,2025-08-19T22:45:00Z,2025-08-19,1,R,F,Final,136,Seattle Mariners,4,143,Philadelphia Phillies,6,2681,Citizens Bank Park,9
776684,2025-08-19T23:10:00Z,2025-08-19,1,R,F,Final,110,Baltimore Orioles,4,111,Boston Red Sox,3,3,Fenway Park,9
776687,2025-08-19T23:15:00Z,2025-08-19,1,R,F,Final,145,Chicago White Sox,10,144,Atlanta Braves,11,4705,Truist Park,9
776677,2025-08-19T23:35:00Z,2025-08-19,1,R,F,Final,147,New York Yankees,13,139,Tampa Bay Rays,3,2523,George M. Steinbrenner Field,9
776675,2025-08-19T23:40:00Z,2025-08-19,1,R,F,Final,140,Texas Rangers,2,118,Kansas City Royals,5,7,Kauffman Stadium,9
776674,2025-08-19T23:40:00Z,2025-08-19,1,R,F,Final,133,Athletics,6,142,Minnesota Twins,3,3312,Target Field,9
776671,2025-08-20T00:40:00Z,2025-08-19,1,R,F,Final,119,Los Angeles Dodgers,11,115,Colorado Rockies,4,19,Coors Field,9
776668,2025-08-20T01:38:00Z,2025-08-19,1,R,F,Final,113,Cincinnati Reds,6,108,Los Angeles Angels,4,1,Angel Stadium,9
776672,2025-08-20T01:40:00Z,2025-08-19,1,R,F,Final,114,Cleveland Guardians,5,109,Arizona Diamondbacks,6,15,Chase Field,9
776667,2025-08-20T01:40:00Z,2025-08-19,1,R,F,Final,137,San Francisco Giants,1,135,San Diego Padres,5,2680,Petco Park,9
