gamePk,inning,half,battingteamid,runs,hits,errors,leftOnBase
776691,1,0,158,0,0,1,0
776691,1,1,112,2,2,0,2
776691,2,0,158,0,0,0,3
776691,2,1,112,0,1,0,0
776691,3,0,158,0,0,0,0
776691,3,1,112,3,2,0,0
776691,4,0,158,1,1,0,0
776691,4,1,112,0,0,0,0
776691,5,0,158,1,3,0,2
776691,5,1,112,0,0,0,0
776691,6,0,158,2,3,0,2
776691,6,1,112,1,1,0,0
776691,7,0,158,0,0,0,0
776691,7,1,112,0,1,0,1
776691,8,0,158,0,0,0,0
776691,8,1,112,0,1,0,0
776691,9,0,158,0,1,0,1
776691,9,1,112,,0,0,0
776676,1,0,158,1,2,0,2
776676,1,1,112,0,1,0,2
776676,2,0,158,0,2,0,2
776676,2,1,112,2,2,0,1
776676,3,0,158,0,0,0,0
776676,3,1,112,0,0,0,0
776676,4,0,158,0,0,0,0
776676,4,1,112,0,1,0,2
776676,5,0,158,0,0,0,0
776676,5,1,112,1,3,0,2
776676,6,0,158,0,1,0,1
776676,6,1,112,1,1,0,1
776676,7,0,158,0,2,0,1
776676,7,1,112,0,0,0,0
776676,8,0,158,0,0,0,0
776676,8,1,112,0,1,0,1
776676,9,0,158,0,0,0,0
776676,9,1,112,,0,0,0
776685,1,0,117,0,0,0,0
776685,1,1,116,0,1,0,2
776685,2,0,117,0,0,0,0
776685,2,1,116,0,1,0,0
776685,3,0,117,0,1,0,2
776685,3,1,116,0,2,0,1
776685,4,0,117,0,2,0,1
776685,4,1,116,0,0,0,0
776685,5,0,117,0,0,0,0
776685,5,1,116,0,1,0,2
776685,6,0,117,0,0,0,0
776685,6,1,116,0,0,0,0
776685,7,0,117,0,0,0,0
776685,7,1,116,0,0,0,0
776685,8,0,117,0,0,0,0
776685,8,1,116,0,0,0,0
776685,9,0,117,0,1,1,0
776685,9,1,116,0,0,0,1
776685,10,0,117,0,0,0,1
776685,10,1,116,1,0,0,3
776679,1,0,141,3,2,0,2
776679,1,1,134,0,1,1,1
776679,2,0,141,2,1,0,0
776679,2,1,134,1,1,0,2
776679,3,0,141,0,2,0,1
776679,3,1,134,0,0,0,0
776679,4,0,141,0,2,0,2
776679,4,1,134,0,0,0,0
776679,5,0,141,0,0,0,0
776679,5,1,134,0,0,0,0
776679,6,0,141,0,0,0,0
776679,6,1,134,0,2,0,2
776679,7,0,141,2,2,0,0
776679,7,1,134,1,2,0,1
776679,8,0,141,0,0,1,1
776679,8,1,134,1,2,0,1
776679,9,0,141,0,1,0,1
776679,9,1,134,0,0,0,0
776686,1,0,138,1,3,0,2
776686,1,1,146,0,0,0,0
776686,2,0,138,2,2,0,1
