gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
777452,2025-06-19T16:40:00Z,2025-06-19,1,R,F,Final,142,Minnesota Twins,12,113,Cincinnati Reds,5,2602,Great American Ball Park,9
777445,2025-06-19T17:05:00Z,2025-06-19,1,R,F,Final,115,Colorado Rockies,3,120,Washington Nationals,4,3309,Nationals Park,9
777449,2025-06-19T17:05:00Z,2025-06-19,1,R,F,Final,108,Los Angeles Angels,3,147,New York Yankees,7,3313,Yankee Stadium,9
777451,2025-06-19T17:10:00Z,2025-06-19,1,R,F,Final,134,Pittsburgh Pirates,2,116,Detroit Tigers,9,2394,Comerica Park,9
777464,2025-06-19T22:10:00Z,2025-06-19,1,R,F,Final,134,Pittsburgh Pirates,8,116,Detroit Tigers,4,2394,Comerica Park,9
777447,2025-06-19T18:10:00Z,2025-06-19,1,R,F,Final,138,St. Louis Cardinals,5,145,Chicago White Sox,4,4,Rate Field,9
777458,2025-06-19T18:15:00Z,2025-06-19,1,R,F,Final,138,St. Louis Cardinals,8,145,Chicago White Sox,6,4,Rate Field,9
777450,2025-06-19T18:20:00Z,2025-06-19,1,R,F,Final,158,Milwaukee Brewers,8,112,Chicago Cubs,7,17,Wrigley Field,9
777443,2025-06-19T18:35:00Z,2025-06-19,1,R,F,Final,118,Kansas City Royals,4,140,Texas Rangers,1,5325,Globe Life Field,9
777448,2025-06-19T19:07:00Z,2025-06-19,1,R,F,Final,109,Arizona Diamondbacks,9,141,Toronto Blue Jays,5,14,Rogers Centre,9
777440,2025-06-19T20:05:00Z,2025-06-19,1,R,F,Final,114,Cleveland Guardians,1,137,San Francisco Giants,2,2395,Oracle Park,9
777444,2025-06-19T22:40:00Z,2025-06-19,1,R,F,Final,143,Philadelphia Phillies,2,146,Miami Marlins,1,4169,loanDepot park,9
777455,2025-06-19T23:15:00Z,2025-06-19,1,R,F,Final,121,New York Mets,1,144,Atlanta Braves,7,4705,Truist Park,9
777446,2025-06-19T23:35:00Z,2025-06-19,1,R,F,Final,110,Baltimore Orioles,4,139,Tampa Bay Rays,1,2523,George M. Steinbrenner Field,9
777441,2025-06-20T02:05:00Z,2025-06-19,1,R,F,Final,117,Houston Astros,4,133,Athletics,6,2529,Sutter Health Park,9
777442,2025-06-20T02:10:00Z,2025-06-19,1,R,F,Final,135,San Diego Padres,5,119,Los Angeles Dodgers,3,22,Dodger Stadium,9
