gamePk,inning,half,battingteamid,runs,hits,errors,leftOnBase
813052,1,0,119,0,1,0,2
813052,1,1,143,0,0,0,1
813052,2,0,119,0,0,0,0
813052,2,1,143,0,0,0,0
813052,3,0,119,0,0,0,0
813052,3,1,143,0,0,0,0
813052,4,0,119,0,0,0,0
813052,4,1,143,0,0,0,0
813052,5,0,119,0,0,0,0
813052,5,1,143,0,1,0,1
813052,6,0,119,0,0,0,0
813052,6,1,143,0,0,0,2
813052,7,0,119,4,4,0,2
813052,7,1,143,0,0,0,0
813052,8,0,119,0,1,0,0
813052,8,1,143,1,2,0,1
813052,9,0,119,0,1,0,2
813052,9,1,143,2,4,0,2
813048,1,0,112,3,2,0,0
813048,1,1,158,3,3,0,0
813048,2,0,112,0,1,0,2
813048,2,1,158,0,0,0,0
813048,3,0,112,0,0,0,1
813048,3,1,158,1,2,0,1
813048,4,0,112,0,0,0,1
813048,4,1,158,3,2,0,0
813048,5,0,112,0,1,0,1
813048,5,1,158,0,0,0,1
813048,6,0,112,0,0,1,0
813048,6,1,158,0,2,0,2
813048,7,0,112,0,0,0,0
813048,7,1,158,0,1,0,0
813048,8,0,112,0,0,0,0
813048,8,1,158,0,1,0,1
813048,9,0,112,0,0,0,0
813048,9,1,158,,0,0,0
