gamePk,inning,half,battingteamid,runs,hits,errors,leftOnBase
777514,1,0,146,0,1,0,2
777514,1,1,120,0,1,0,0
777514,2,0,146,0,1,0,1
777514,2,1,120,1,1,0,3
777514,3,0,146,1,2,0,1
777514,3,1,120,0,1,0,1
777514,4,0,146,0,0,0,0
777514,4,1,120,0,0,0,0
777514,5,0,146,0,0,0,0
777514,5,1,120,0,0,0,0
777514,6,0,146,1,3,0,2
777514,6,1,120,0,0,0,0
777514,7,0,146,1,2,0,1
777514,7,1,120,0,1,0,1
777514,8,0,146,1,2,0,2
777514,8,1,120,0,1,1,1
777514,9,0,146,0,0,1,0
777514,9,1,120,2,2,0,3
777517,1,0,113,0,0,0,0
777517,1,1,116,0,0,0,0
777517,2,0,113,0,0,0,0
777517,2,1,116,0,1,0,1
777517,3,0,113,0,0,0,2
777517,3,1,116,0,1,0,1
777517,4,0,113,1,1,0,1
777517,4,1,116,1,1,0,2
777517,5,0,113,6,5,0,1
777517,5,1,116,0,0,0,0
777517,6,0,113,0,2,0,1
777517,6,1,116,0,1,0,2
777517,7,0,113,0,0,0,0
777517,7,1,116,0,0,0,0
777517,8,0,113,3,2,0,0
777517,8,1,116,0,0,0,1
777517,9,0,113,1,2,0,1
777517,9,1,116,0,0,0,0
777513,1,0,134,1,1,0,0
777513,1,1,112,0,1,0,1
777513,2,0,134,0,0,0,0
777513,2,1,112,0,0,0,0
777513,3,0,134,0,0,0,0
777513,3,1,112,1,2,0,1
777513,4,0,134,0,0,0,0
777513,4,1,112,0,1,0,1
777513,5,0,134,0,0,0,0
777513,5,1,112,0,1,0,1
777513,6,0,134,0,0,0,0
777513,6,1,112,1,1,0,0
777513,7,0,134,0,3,0,2
777513,7,1,112,0,0,0,0
777513,8,0,134,0,0,0,1
777513,8,1,112,0,0,0,0
777513,9,0,134,0,1,0,1
777513,9,1,112,,0,0,0
777519,1,0,108,2,3,0,2
777519,1,1,110,1,1,0,1
777519,2,0,108,0,0,0,0
777519,2,1,110,0,1,0,0
777519,3,0,108,0,1,0,2
777519,3,1,110,2,3,0,1
777519,4,0,108,0,0,0,0
777519,4,1,110,0,1,0,1
777519,5,0,108,1,2,0,3
777519,5,1,110,0,1,0,1
777519,6,0,108,1,1,0,0
777519,6,1,110,3,3,0,1
777519,7,0,108,0,0,0,1
777519,7,1,110,0,0,0,0
777519,8,0,108,1,1,0,0
777519,8,1,110,0,1,0,2
777519,9,0,108,0,0,0,1
