gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
777026,2025-07-23T16:05:00Z,2025-07-23,1,R,F,Final,113,Cincinnati Reds,5,120,Washington Nationals,0,3309,Nationals Park,9
777037,2025-07-23T16:10:00Z,2025-07-23,1,R,F,Final,135,San Diego Padres,2,146,Miami Marlins,3,4169,loanDepot park,9
777041,2025-07-23T16:15:00Z,2025-07-23,1,R,F,Final,137,San Francisco Giants,9,144,Atlanta Braves,3,4705,Truist Park,9
777029,2025-07-23T16:35:00Z,2025-07-23,1,R,F,Final,116,Detroit Tigers,1,134,Pittsburgh Pirates,6,31,PNC Park,9
777034,2025-07-23T17:10:00Z,2025-07-23,1,R,F,Final,108,Los Angeles Angels,3,121,New York Mets,6,3289,Citi Field,9
777031,2025-07-23T18:20:00Z,2025-07-23,1,R,F,Final,118,Kansas City Royals,8,112,Chicago Cubs,4,17,Wrigley Field,9
777028,2025-07-23T19:10:00Z,2025-07-23,1,R,F,Final,138,St. Louis Cardinals,0,115,Colorado Rockies,6,19,Coors Field,9
777032,2025-07-23T19:40:00Z,2025-07-23,1,R,F,Final,117,Houston Astros,4,109,Arizona Diamondbacks,3,15,Chase Field,9
777024,2025-07-23T19:40:00Z,2025-07-23,1,R,F,Final,158,Milwaukee Brewers,10,136,Seattle Mariners,2,680,T-Mobile Park,9
777022,2025-07-23T20:10:00Z,2025-07-23,1,R,F,Final,142,Minnesota Twins,3,119,Los Angeles Dodgers,4,22,Dodger Stadium,9
777036,2025-07-23T22:40:00Z,2025-07-23,1,R,F,Final,110,Baltimore Orioles,2,114,Cleveland Guardians,3,5,Progressive Field,9
777027,2025-07-23T23:07:00Z,2025-07-23,1,R,F,Final,147,New York Yankees,4,141,Toronto Blue Jays,8,14,Rogers Centre,9
777038,2025-07-23T23:10:00Z,2025-07-23,1,R,F,Final,111,Boston Red Sox,9,143,Philadelphia Phillies,8,2681,Citizens Bank Park,9
777030,2025-07-23T23:35:00Z,2025-07-23,1,R,F,Final,145,Chicago White Sox,11,139,Tampa Bay Rays,9,2523,George M. Steinbrenner Field,9
777033,2025-07-24T00:05:00Z,2025-07-23,1,R,F,Final,133,Athletics,1,140,Texas Rangers,2,5325,Globe Life Field,9
