gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
776866,2025-08-05T22:40:00Z,2025-08-05,1,R,F,Final,137,San Francisco Giants,8,134,Pittsburgh Pirates,1,31,PNC Park,9
776861,2025-08-05T22:40:00Z,2025-08-05,1,R,F,Final,142,Minnesota Twins,6,116,Detroit Tigers,3,2394,Comerica Park,9
776862,2025-08-05T22:40:00Z,2025-08-05,1,R,F,Final,117,Houston Astros,7,146,Miami Marlins,3,4169,loanDepot park,9
776865,2025-08-05T22:45:00Z,2025-08-05,1,R,F,Final,133,Athletics,16,120,Washington Nationals,7,3309,Nationals Park,9
776868,2025-08-05T22:45:00Z,2025-08-05,1,R,F,Final,110,Baltimore Orioles,0,143,Philadelphia Phillies,5,2681,Citizens Bank Park,9
776864,2025-08-05T23:10:00Z,2025-08-05,1,R,F,Final,118,Kansas City Royals,2,111,Boston Red Sox,6,3,Fenway Park,9
776863,2025-08-05T23:10:00Z,2025-08-05,1,R,F,Final,114,Cleveland Guardians,3,121,New York Mets,2,3289,Citi Field,9
776869,2025-08-05T23:15:00Z,2025-08-05,1,R,F,Final,158,Milwaukee Brewers,7,144,Atlanta Braves,2,4705,Truist Park,9
776860,2025-08-06T00:05:00Z,2025-08-05,1,R,F,Final,113,Cincinnati Reds,5,112,Chicago Cubs,1,17,Wrigley Field,9
776855,2025-08-06T00:05:00Z,2025-08-05,1,R,F,Final,147,New York Yankees,0,140,Texas Rangers,2,5325,Globe Life Field,9
776854,2025-08-06T00:40:00Z,2025-08-05,1,R,F,Final,141,Toronto Blue Jays,10,115,Colorado Rockies,4,19,Coors Field,9
776848,2025-08-06T01:38:00Z,2025-08-05,1,R,F,Final,139,Tampa Bay Rays,7,108,Los Angeles Angels,3,1,Angel Stadium,9
776852,2025-08-06T01:40:00Z,2025-08-05,1,R,F,Final,135,San Diego Padres,10,109,Arizona Diamondbacks,5,15,Chase Field,9
776857,2025-08-06T01:40:00Z,2025-08-05,1,R,F,Final,145,Chicago White Sox,3,136,Seattle Mariners,8,680,T-Mobile Park,9
776858,2025-08-06T02:10:00Z,2025-08-05,1,R,F,Final,138,St. Louis Cardinals,6,119,Los Angeles Dodgers,12,22,Dodger Stadium,9
