gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
778458,2025-04-04T17:10:00Z,2025-04-04,1,R,F,Final,145,Chicago White Sox,4,116,Detroit Tigers,7,2394,Comerica Park,9
778463,2025-04-04T18:10:00Z,2025-04-04,1,R,F,Final,138,St. Louis Cardinals,9,111,Boston Red Sox,13,3,Fenway Park,9
778460,2025-04-04T18:20:00Z,2025-04-04,1,R,F,Final,135,San Diego Padres,1,112,Chicago Cubs,3,17,Wrigley Field,9
778465,2025-04-04T19:10:00Z,2025-04-04,1,R,F,Final,141,Toronto Blue Jays,0,121,New York Mets,5,3289,Citi Field,9
778456,2025-04-04T20:10:00Z,2025-04-04,1,R,F,Final,133,Athletics,6,115,Colorado Rockies,3,19,Coors Field,9
778461,2025-04-04T20:12:00Z,2025-04-04,1,R,F,Final,147,New York Yankees,9,134,Pittsburgh Pirates,4,31,PNC Park,9
778444,2025-04-04T20:35:00Z,2025-04-04,1,R,F,Final,136,Seattle Mariners,9,137,San Francisco Giants,10,2395,Oracle Park,9
778457,2025-04-04T22:45:00Z,2025-04-04,1,R,F,Final,109,Arizona Diamondbacks,6,120,Washington Nationals,4,3309,Nationals Park,9
778459,2025-04-04T22:45:00Z,2025-04-04,1,R,F,Final,119,Los Angeles Dodgers,2,143,Philadelphia Phillies,3,2681,Citizens Bank Park,9
778464,2025-04-04T23:15:00Z,2025-04-04,1,R,F,Final,146,Miami Marlins,0,144,Atlanta Braves,10,4705,Truist Park,9
778455,2025-04-04T23:40:00Z,2025-04-04,1,R,F,Final,110,Baltimore Orioles,2,118,Kansas City Royals,8,7,Kauffman Stadium,9
778454,2025-04-05T00:05:00Z,2025-04-04,1,R,F,Final,139,Tampa Bay Rays,2,140,Texas Rangers,5,5325,Globe Life Field,9
778453,2025-04-05T00:10:00Z,2025-04-04,1,R,F,Final,113,Cincinnati Reds,2,158,Milwaukee Brewers,3,32,American Family Field,9
778447,2025-04-05T01:38:00Z,2025-04-04,1,R,F,Final,114,Cleveland Guardians,8,108,Los Angeles Angels,6,1,Angel Stadium,9
