gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
777592,2025-06-08T16:10:00Z,2025-06-08,1,R,F,Final,146,Miami Marlins,2,139,Tampa Bay Rays,3,2523,George M. Steinbrenner Field,9
777586,2025-06-08T17:05:00Z,2025-06-08,1,R,F,Final,135,San Diego Padres,1,158,Milwaukee Brewers,0,32,American Family Field,9
777596,2025-06-08T17:35:00Z,2025-06-08,1,R,F,Final,140,Texas Rangers,4,120,Washington Nationals,2,3309,Nationals Park,9
777595,2025-06-08T17:35:00Z,2025-06-08,1,R,F,Final,143,Philadelphia Phillies,1,134,Pittsburgh Pirates,2,31,PNC Park,9
777602,2025-06-08T17:40:00Z,2025-06-08,1,R,F,Final,109,Arizona Diamondbacks,2,113,Cincinnati Reds,4,2602,Great American Ball Park,9
777594,2025-06-08T17:40:00Z,2025-06-08,1,R,F,Final,112,Chicago Cubs,0,116,Detroit Tigers,4,2394,Comerica Park,9
777591,2025-06-08T17:40:00Z,2025-06-08,1,R,F,Final,117,Houston Astros,2,114,Cleveland Guardians,4,5,Progressive Field,9
777585,2025-06-08T18:10:00Z,2025-06-08,1,R,F,Final,141,Toronto Blue Jays,3,142,Minnesota Twins,6,3312,Target Field,9
777590,2025-06-08T18:10:00Z,2025-06-08,1,R,F,Final,118,Kansas City Royals,7,145,Chicago White Sox,5,4,Rate Field,9
777582,2025-06-08T18:15:00Z,2025-06-08,1,R,F,Final,119,Los Angeles Dodgers,7,138,St. Louis Cardinals,3,2889,Busch Stadium,9
777583,2025-06-08T19:10:00Z,2025-06-08,1,R,F,Final,121,New York Mets,13,115,Colorado Rockies,5,19,Coors Field,9
777588,2025-06-08T20:05:00Z,2025-06-08,1,R,F,Final,110,Baltimore Orioles,1,133,Athletics,5,2529,Sutter Health Park,9
777587,2025-06-08T20:05:00Z,2025-06-08,1,R,F,Final,144,Atlanta Braves,3,137,San Francisco Giants,4,2395,Oracle Park,9
777589,2025-06-08T20:07:00Z,2025-06-08,1,R,F,Final,136,Seattle Mariners,3,108,Los Angeles Angels,2,1,Angel Stadium,9
777593,2025-06-08T23:10:00Z,2025-06-08,1,R,F,Final,111,Boston Red Sox,11,147,New York Yankees,7,3313,Yankee Stadium,9
