gamePk,inning,half,battingteamid,runs,hits,errors,leftOnBase
778566,1,0,159,0,0,0,0
778566,1,1,160,2,3,0,1
778566,2,0,159,0,0,0,0
778566,2,1,160,0,1,0,1
778566,3,0,159,0,1,0,1
778566,3,1,160,0,0,0,0
778566,4,0,159,0,2,0,2
778566,4,1,160,0,0,0,0
778566,5,0,159,0,0,0,0
778566,5,1,160,0,0,0,0
778566,6,0,159,0,0,0,0
778566,6,1,160,4,3,0,0
778566,7,0,159,4,2,0,1
778566,7,1,160,0,1,2,2
778566,8,0,159,0,1,0,1
778566,8,1,160,0,0,0,2
778566,9,0,159,2,3,0,1
778566,9,1,160,0,0,0,0
778566,10,0,159,0,0,0,0
778566,10,1,160,1,0,0,0
