gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
776267,2025-09-19T22:40:00Z,2025-09-19,1,R,F,Final,112,Chicago Cubs,4,113,Cincinnati Reds,7,2602,Great American Ball Park,9
776266,2025-09-19T22:40:00Z,2025-09-19,1,R,F,Final,133,Athletics,4,134,Pittsburgh Pirates,3,31,PNC Park,9
776268,2025-09-19T22:40:00Z,2025-09-19,1,R,F,Final,144,Atlanta Braves,10,116,Detroit Tigers,1,2394,Comerica Park,9
776273,2025-09-19T23:05:00Z,2025-09-19,1,R,F,Final,147,New York Yankees,2,110,Baltimore Orioles,4,2,Oriole Park at Camden Yards,9
776259,2025-09-19T23:10:00Z,2025-09-19,1,R,F,Final,120,Washington Nationals,6,121,New York Mets,12,3289,Citi Field,9
776261,2025-09-19T23:35:00Z,2025-09-19,1,R,F,Final,111,Boston Red Sox,11,139,Tampa Bay Rays,7,2523,George M. Steinbrenner Field,9
776260,2025-09-19T23:40:00Z,2025-09-19,1,R,F,Final,141,Toronto Blue Jays,1,118,Kansas City Royals,20,7,Kauffman Stadium,9
776264,2025-09-19T23:40:00Z,2025-09-19,1,R,F,Final,135,San Diego Padres,3,145,Chicago White Sox,4,4,Rate Field,9
776251,2025-09-20T00:05:00Z,2025-09-19,1,R,F,Final,146,Miami Marlins,6,140,Texas Rangers,4,5325,Globe Life Field,9
776253,2025-09-20T00:10:00Z,2025-09-19,1,R,F,Final,108,Los Angeles Angels,6,115,Colorado Rockies,7,19,Coors Field,9
776262,2025-09-20T00:10:00Z,2025-09-19,1,R,F,Final,136,Seattle Mariners,4,117,Houston Astros,0,2392,Daikin Park,9
776263,2025-09-20T00:10:00Z,2025-09-19,1,R,F,Final,114,Cleveland Guardians,6,142,Minnesota Twins,2,3312,Target Field,9
776265,2025-09-20T00:15:00Z,2025-09-19,1,R,F,Final,158,Milwaukee Brewers,1,138,St. Louis Cardinals,7,2889,Busch Stadium,9
776255,2025-09-20T01:40:00Z,2025-09-19,1,R,F,Final,143,Philadelphia Phillies,8,109,Arizona Diamondbacks,2,15,Chase Field,9
776256,2025-09-20T02:10:00Z,2025-09-19,1,R,F,Final,137,San Francisco Giants,3,119,Los Angeles Dodgers,6,22,Dodger Stadium,9
