gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
778728,2025-03-12T17:05:00Z,2025-03-12,1,S,F,Final,117,Houston Astros,3,120,Washington Nationals,9,5000,CACTI Park of the Palm Beaches,9
779068,2025-03-12T17:05:00Z,2025-03-12,1,S,F,Final,121,New York Mets,2,138,St. Louis Cardinals,0,2520,Roger Dean Chevrolet Stadium,9
779107,2025-03-12T17:05:00Z,2025-03-12,1,S,F,Final,139,Tampa Bay Rays,1,116,Detroit Tigers,5,2511,Publix Field at Joker Marchant Stadium,9
779123,2025-03-12T17:05:00Z,2025-03-12,1,S,F,Final,144,Atlanta Braves,13,110,Baltimore Orioles,5,2508,Ed Smith Stadium,9
779138,2025-03-12T20:05:00Z,2025-03-12,1,S,F,Final,109,Arizona Diamondbacks,5,133,Athletics,2,2507,Hohokam Stadium,9
778823,2025-03-12T20:05:00Z,2025-03-12,1,S,F,Final,137,San Francisco Giants,11,114,Cleveland Guardians,2,3834,Goodyear Ballpark,9
778927,2025-03-12T20:05:00Z,2025-03-12,1,S,F,Final,113,Cincinnati Reds,3,140,Texas Rangers,4,2603,Surprise Stadium,9
778846,2025-03-12T20:05:00Z,2025-03-12,1,S,F,Final: Tied,108,Los Angeles Angels,1,145,Chicago White Sox,1,3809,Camelback Ranch,9
778793,2025-03-12T20:10:00Z,2025-03-12,1,S,F,Final,135,San Diego Padres,2,115,Colorado Rockies,13,4249,Salt River Fields at Talking Stick,9
779005,2025-03-12T20:10:00Z,2025-03-12,1,S,F,Final,118,Kansas City Royals,7,136,Seattle Mariners,6,2530,Peoria Stadium,9
778764,2025-03-12T22:05:00Z,2025-03-12,1,S,F,Final,142,Minnesota Twins,5,111,Boston Red Sox,6,4309,JetBlue Park,9
