gamePk,inning,half,battingteamid,runs,hits,errors,leftOnBase
778728,1,0,117,0,0,0,1
778728,1,1,120,0,1,0,1
778728,2,0,117,0,1,0,1
778728,2,1,120,0,0,0,0
778728,3,0,117,0,0,0,0
778728,3,1,120,2,3,0,0
778728,4,0,117,0,1,0,0
778728,4,1,120,0,0,0,1
778728,5,0,117,0,0,0,0
778728,5,1,120,0,0,0,0
778728,6,0,117,0,1,0,1
778728,6,1,120,2,2,0,2
778728,7,0,117,0,0,0,0
778728,7,1,120,0,2,0,1
778728,8,0,117,0,1,1,2
778728,8,1,120,5,4,1,3
778728,9,0,117,3,3,0,1
778728,9,1,120,,0,1,0
779068,1,0,121,0,2,0,2
779068,1,1,138,0,0,0,0
779068,2,0,121,0,0,0,0
779068,2,1,138,0,0,0,0
779068,3,0,121,0,0,0,0
779068,3,1,138,0,0,0,0
779068,4,0,121,0,1,0,2
779068,4,1,138,0,0,0,0
779068,5,0,121,1,2,0,1
779068,5,1,138,0,0,1,0
779068,6,0,121,0,0,0,0
779068,6,1,138,0,1,0,1
779068,7,0,121,0,0,0,0
779068,7,1,138,0,0,0,0
779068,8,0,121,0,0,0,0
779068,8,1,138,0,0,0,0
779068,9,0,121,1,1,0,1
779068,9,1,138,0,1,1,3
779107,1,0,139,0,0,0,2
779107,1,1,116,0,1,0,0
779107,2,0,139,0,0,0,0
779107,2,1,116,0,1,0,1
779107,3,0,139,0,1,0,2
779107,3,1,116,0,0,1,1
779107,4,0,139,0,0,0,0
779107,4,1,116,2,1,0,0
779107,5,0,139,0,1,0,1
779107,5,1,116,3,1,0,1
779107,6,0,139,0,1,0,2
779107,6,1,116,0,1,0,1
779107,7,0,139,0,0,0,0
779107,7,1,116,0,1,0,1
779107,8,0,139,1,1,0,0
779107,8,1,116,0,0,0,0
779107,9,0,139,0,0,0,0
779107,9,1,116,,0,0,0
779123,1,0,144,0,1,0,1
779123,1,1,110,0,0,0,0
779123,2,0,144,0,2,0,2
779123,2,1,110,0,0,0,2
779123,3,0,144,2,2,0,1
779123,3,1,110,0,0,0,0
779123,4,0,144,0,1,0,1
779123,4,1,110,0,1,0,1
779123,5,0,144,9,7,0,1
779123,5,1,110,2,1,2,2
779123,6,0,144,0,1,0,2
779123,6,1,110,0,0,0,2
779123,7,0,144,0,0,0,0
779123,7,1,110,2,1,0,0
779123,8,0,144,2,2,0,0
779123,8,1,110,0,2,0,3
779123,9,0,144,0,0,0,1
779123,9,1,110,1,1,0,3
779138,1,0,109,0,0,0,0
779138,1,1,133,0,0,0,0
779138,2,0,109,0,1,0,1
779138,2,1,133,0,0,0,0
779138,3,0,109,1,2,0,2
779138,3,1,133,1,1,0,0
779138,4,0,109,1,1,0,0
779138,4,1,133,0,0,0,0
779138,5,0,109,0,0,1,0
779138,5,1,133,1,2,0,0
779138,6,0,109,0,0,1,1
779138,6,1,133,0,1,0,2
779138,7,0,109,0,0,0,1
779138,7,1,133,0,0,0,0
779138,8,0,109,2,2,0,1
779138,8,1,133,0,0,1,1
779138,9,0,109,1,2,0,1
779138,9,1,133,0,1,0,0
778823,1,0,137,1,2,0,1
778823,1,1,114,0,0,0,0
778823,2,0,137,2,3,0,2
778823,2,1,114,1,1,0,0
778823,3,0,137,0,0,2,0
778823,3,1,114,1,1,0,3
778823,4,0,137,1,1,0,0
778823,4,1,114,0,0,0,0
778823,5,0,137,3,4,0,1
778823,5,1,114,0,1,0,2
778823,6,0,137,0,1,0,2
778823,6,1,114,0,1,0,0
778823,7,0,137,3,4,0,2
778823,7,1,114,0,1,0,1
778823,8,0,137,1,1,0,3
778823,8,1,114,0,0,0,0
778823,9,0,137,0,0,0,0
778823,9,1,114,0,0,0,0
778927,1,0,113,0,1,1,1
778927,1,1,140,3,1,0,0
778927,2,0,113,0,1,0,1
778927,2,1,140,0,1,0,1
778927,3,0,113,3,3,0,2
778927,3,1,140,0,0,0,0
778927,4,0,113,0,1,0,1
778927,4,1,140,1,2,0,1
778927,5,0,113,0,1,0,1
778927,5,1,140,0,1,0,3
778927,6,0,113,0,0,0,0
778927,6,1,140,0,1,0,0
778927,7,0,113,0,0,0,0
778927,7,1,140,0,0,0,0
778927,8,0,113,0,1,0,0
778927,8,1,140,0,1,0,1
778927,9,0,113,0,0,0,0
778927,9,1,140,,0,0,0
778846,1,0,108,0,0,0,0
778846,1,1,145,1,2,0,2
778846,2,0,108,0,0,1,1
778846,2,1,145,0,1,0,1
778846,3,0,108,0,0,1,0
778846,3,1,145,0,1,0,3
778846,4,0,108,0,0,0,0
778846,4,1,145,0,1,0,2
778846,5,0,108,0,1,0,1
778846,5,1,145,0,1,1,1
778846,6,0,108,0,0,1,3
778846,6,1,145,0,1,0,3
778846,7,0,108,0,0,0,0
778846,7,1,145,0,2,0,1
778846,8,0,108,1,2,0,3
778846,8,1,145,0,1,0,1
778846,9,0,108,0,0,0,0
778846,9,1,145,0,1,0,2
778793,1,0,135,1,2,0,1
778793,1,1,115,0,1,0,1
778793,2,0,135,0,0,0,0
778793,2,1,115,1,3,0,2
778793,3,0,135,0,2,0,2
778793,3,1,115,0,0,0,0
778793,4,0,135,0,1,0,2
778793,4,1,115,4,5,0,3
778793,5,0,135,0,1,0,1
778793,5,1,115,4,5,0,1
778793,6,0,135,0,0,0,1
778793,6,1,115,0,0,0,0
778793,7,0,135,0,0,0,1
778793,7,1,115,1,2,0,2
778793,8,0,135,0,1,0,2
778793,8,1,115,3,1,0,1
778793,9,0,135,1,1,0,1
778793,9,1,115,,0,0,0
779005,1,0,118,0,1,0,1
779005,1,1,136,1,2,0,2
779005,2,0,118,0,0,1,0
779005,2,1,136,4,3,0,0
779005,3,0,118,1,1,0,1
779005,3,1,136,0,1,1,2
779005,4,0,118,0,3,0,2
779005,4,1,136,0,0,0,0
779005,5,0,118,1,1,0,1
779005,5,1,136,0,2,0,2
779005,6,0,118,1,1,0,1
779005,6,1,136,1,1,0,0
779005,7,0,118,0,0,0,1
779005,7,1,136,0,1,0,1
779005,8,0,118,0,1,0,1
779005,8,1,136,0,0,0,0
779005,9,0,118,4,5,0,1
779005,9,1,136,0,0,0,0
778764,1,0,142,3,4,0,2
778764,1,1,111,3,2,0,0
778764,2,0,142,0,1,0,1
778764,2,1,111,0,0,0,0
778764,3,0,142,2,2,0,0
778764,3,1,111,1,1,0,2
778764,4,0,142,0,1,0,2
778764,4,1,111,0,0,0,1
778764,5,0,142,0,0,0,0
778764,5,1,111,0,0,0,0
778764,6,0,142,0,0,0,0
778764,6,1,111,0,0,0,0
