gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
776759,2025-08-13T18:10:00Z,2025-08-13,1,R,F,Final,120,Washington Nationals,8,118,Kansas City Royals,7,7,Kauffman Stadium,9
776754,2025-08-13T18:10:00Z,2025-08-13,1,R,F,Final,116,Detroit Tigers,1,145,Chicago White Sox,0,4,Rate Field,9
776755,2025-08-13T18:10:00Z,2025-08-13,1,R,F,Final,134,Pittsburgh Pirates,5,158,Milwaukee Brewers,12,32,American Family Field,9
776758,2025-08-13T18:15:00Z,2025-08-13,1,R,F,Final,115,Colorado Rockies,6,138,St. Louis Cardinals,5,2889,Busch Stadium,9
776746,2025-08-13T18:35:00Z,2025-08-13,1,R,F,Final,109,Arizona Diamondbacks,6,140,Texas Rangers,4,5325,Globe Life Field,9
776749,2025-08-13T19:45:00Z,2025-08-13,1,R,F,Final,135,San Diego Padres,11,137,San Francisco Giants,1,2395,Oracle Park,9
776765,2025-08-13T21:10:00Z,2025-08-13,1,R,F,Final,143,Philadelphia Phillies,0,113,Cincinnati Reds,8,2602,Great American Ball Park,9
776761,2025-08-13T22:35:00Z,2025-08-13,1,R,F,Final,136,Seattle Mariners,3,110,Baltimore Orioles,4,2,Oriole Park at Camden Yards,9
776766,2025-08-13T22:40:00Z,2025-08-13,1,R,F,Final,146,Miami Marlins,13,114,Cleveland Guardians,4,5,Progressive Field,9
776760,2025-08-13T23:05:00Z,2025-08-13,1,R,F,Final,142,Minnesota Twins,4,147,New York Yankees,1,3313,Yankee Stadium,9
776757,2025-08-13T23:07:00Z,2025-08-13,1,R,F,Final,112,Chicago Cubs,4,141,Toronto Blue Jays,1,14,Rogers Centre,9
776753,2025-08-13T23:10:00Z,2025-08-13,1,R,F,Final,111,Boston Red Sox,1,117,Houston Astros,4,2392,Daikin Park,9
776756,2025-08-13T23:10:00Z,2025-08-13,1,R,F,Final,144,Atlanta Braves,11,121,New York Mets,6,3289,Citi Field,9
776752,2025-08-14T01:38:00Z,2025-08-13,1,R,F,Final,119,Los Angeles Dodgers,5,108,Los Angeles Angels,6,1,Angel Stadium,9
776751,2025-08-14T02:05:00Z,2025-08-13,1,R,F,Final,139,Tampa Bay Rays,8,133,Athletics,2,2529,Sutter Health Park,9
