gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
777459,2025-08-18T18:20:00Z,2025-08-18,1,R,F,Final,158,Milwaukee Brewers,7,112,Chicago Cubs,0,17,Wrigley Field,9
776692,2025-08-18T22:40:00Z,2025-08-18,1,R,F,Final,117,Houston Astros,0,116,Detroit Tigers,10,2394,Comerica Park,9
776694,2025-08-18T22:40:00Z,2025-08-18,1,R,F,Final,141,Toronto Blue Jays,2,134,Pittsburgh Pirates,5,31,PNC Park,9
776688,2025-08-18T22:40:00Z,2025-08-18,1,R,F,Final,138,St. Louis Cardinals,8,146,Miami Marlins,3,4169,loanDepot park,9
776689,2025-08-18T22:45:00Z,2025-08-18,1,R,F,Final,136,Seattle Mariners,7,143,Philadelphia Phillies,12,2681,Citizens Bank Park,9
776695,2025-08-18T23:10:00Z,2025-08-18,1,R,F,Final,110,Baltimore Orioles,6,111,Boston Red Sox,3,3,Fenway Park,9
776696,2025-08-18T23:15:00Z,2025-08-18,1,R,F,Final,145,Chicago White Sox,13,144,Atlanta Braves,9,4705,Truist Park,9
776690,2025-08-18T23:40:00Z,2025-08-18,1,R,F,Final,140,Texas Rangers,3,118,Kansas City Royals,4,7,Kauffman Stadium,9
776693,2025-08-19T00:40:00Z,2025-08-18,1,R,F,Final,119,Los Angeles Dodgers,3,115,Colorado Rockies,4,19,Coors Field,9
776681,2025-08-19T01:38:00Z,2025-08-18,1,R,F,Final,113,Cincinnati Reds,4,108,Los Angeles Angels,1,1,Angel Stadium,9
776682,2025-08-19T01:40:00Z,2025-08-18,1,R,F,Final,114,Cleveland Guardians,3,109,Arizona Diamondbacks,1,15,Chase Field,9
776683,2025-08-19T01:40:00Z,2025-08-18,1,R,F,Final,137,San Francisco Giants,4,135,San Diego Padres,3,2680,Petco Park,9
776691,2025-08-19T00:05:00Z,2025-08-19,1,R,D,Postponed,158,Milwaukee Brewers,,112,Chicago Cubs,,17,Wrigley Field,9
