gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
790404,2025-03-15T03:00:00Z,2025-03-15,1,E,F,Final,112,Chicago Cubs,0,341,Hanshin Tigers,3,2397,Tokyo Dome,9
790403,2025-03-15T10:00:00Z,2025-03-15,1,E,F,Final,119,Los Angeles Dodgers,5,241,Tokyo Yomiuri Giants,1,2397,Tokyo Dome,9
778718,2025-03-15T16:05:00Z,2025-03-15,1,S,F,Final,146,Miami Marlins,4,117,Houston Astros,6,5000,CACTI Park of the Palm Beaches,9
779027,2025-03-15T17:05:00Z,2025-03-15,1,S,F,Final,110,Baltimore Orioles,5,134,Pittsburgh Pirates,15,2526,LECOM Park,9
779061,2025-03-15T17:05:00Z,2025-03-15,1,S,F,Final,141,Toronto Blue Jays,5,138,St. Louis Cardinals,9,2520,Roger Dean Chevrolet Stadium,9
778906,2025-03-15T17:05:00Z,2025-03-15,1,S,F,Final: Tied,116,Detroit Tigers,2,143,Philadelphia Phillies,2,2700,BayCare Ballpark,9
778766,2025-03-15T17:05:00Z,2025-03-15,1,S,F,Final,144,Atlanta Braves,7,111,Boston Red Sox,3,4309,JetBlue Park,9
778968,2025-03-15T17:05:00Z,2025-03-15,1,S,F,Final: Tied,147,New York Yankees,7,139,Tampa Bay Rays,7,2534,Charlotte Sports Park,9
778819,2025-03-15T20:05:00Z,2025-03-15,1,S,F,Final,118,Kansas City Royals,13,113,Cincinnati Reds,7,3834,Goodyear Ballpark,9
778920,2025-03-15T20:05:00Z,2025-03-15,1,S,F,Final,114,Cleveland Guardians,7,118,Kansas City Royals,5,2603,Surprise Stadium,9
778982,2025-03-15T20:05:00Z,2025-03-15,1,S,F,Final,136,Seattle Mariners,2,137,San Francisco Giants,6,2532,Scottsdale Stadium,9
779136,2025-03-15T20:05:00Z,2025-03-15,1,S,F,Final,140,Texas Rangers,4,133,Athletics,3,2507,Hohokam Stadium,9
778844,2025-03-15T20:05:00Z,2025-03-15,1,S,F,Final,115,Colorado Rockies,1,145,Chicago White Sox,2,3809,Camelback Ranch,9
779000,2025-03-15T20:10:00Z,2025-03-15,1,S,F,Final,135,San Diego Padres,8,136,Seattle Mariners,3,2530,Peoria Stadium,9
778787,2025-03-15T20:10:00Z,2025-03-15,1,S,F,Final,145,Chicago White Sox,8,109,Arizona Diamondbacks,9,4249,Salt River Fields at Talking Stick,9
779151,2025-03-15T20:10:00Z,2025-03-15,1,S,F,Final,158,Milwaukee Brewers,4,108,Los Angeles Angels,0,2500,Tempe Diablo Stadium,9
779091,2025-03-15T20:10:00Z,2025-03-15,1,S,F,Final,133,Athletics,0,158,Milwaukee Brewers,8,2518,American Family Fields of Phoenix,9
778719,2025-03-15T22:05:00Z,2025-03-15,1,S,F,Final,121,New York Mets,1,120,Washington Nationals,4,5000,CACTI Park of the Palm Beaches,9
778698,2025-03-15T22:05:00Z,2025-03-15,1,S,F,Final,142,Minnesota Twins,4,144,Atlanta Braves,0,5380,CoolToday Park,9
