gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
776151,2025-09-28T19:05:00Z,2025-09-28,1,R,F,Final,116,Detroit Tigers,3,111,Boston Red Sox,4,3,Fenway Park,9
776138,2025-09-28T19:05:00Z,2025-09-28,1,R,F,Final,118,Kansas City Royals,9,133,Athletics,2,2529,Sutter Health Park,9
776137,2025-09-28T19:05:00Z,2025-09-28,1,R,F,Final,115,Colorado Rockies,0,137,San Francisco Giants,4,2395,Oracle Park,9
776141,2025-09-28T19:05:00Z,2025-09-28,1,R,F,Final,142,Minnesota Twins,1,143,Philadelphia Phillies,2,2681,Citizens Bank Park,9
776143,2025-09-28T19:05:00Z,2025-09-28,1,R,F,Final,145,Chicago White Sox,8,120,Washington Nationals,0,3309,Nationals Park,9
776140,2025-09-28T19:05:00Z,2025-09-28,1,R,F,Final,110,Baltimore Orioles,2,147,New York Yankees,3,3313,Yankee Stadium,9
776135,2025-09-28T19:07:00Z,2025-09-28,1,R,F,Final,117,Houston Astros,6,108,Los Angeles Angels,2,1,Angel Stadium,9
776145,2025-09-28T19:07:00Z,2025-09-28,1,R,F,Final,139,Tampa Bay Rays,4,141,Toronto Blue Jays,13,14,Rogers Centre,9
776136,2025-09-28T19:10:00Z,2025-09-28,1,R,F,Final,109,Arizona Diamondbacks,4,135,San Diego Padres,12,2680,Petco Park,9
776139,2025-09-28T19:10:00Z,2025-09-28,1,R,F,Final,119,Los Angeles Dodgers,6,136,Seattle Mariners,1,680,T-Mobile Park,9
776147,2025-09-28T19:10:00Z,2025-09-28,1,R,F,Final,140,Texas Rangers,8,114,Cleveland Guardians,9,5,Progressive Field,9
776148,2025-09-28T19:10:00Z,2025-09-28,1,R,F,Final,121,New York Mets,0,146,Miami Marlins,4,4169,loanDepot park,9
776144,2025-09-28T19:10:00Z,2025-09-28,1,R,F,Final,113,Cincinnati Reds,2,158,Milwaukee Brewers,4,32,American Family Field,9
776149,2025-09-28T19:15:00Z,2025-09-28,1,R,F,Final,134,Pittsburgh Pirates,1,144,Atlanta Braves,4,4705,Truist Park,9
776142,2025-09-28T19:20:00Z,2025-09-28,1,R,F,Final,138,St. Louis Cardinals,0,112,Chicago Cubs,2,17,Wrigley Field,9
