gamePk,inning,half,battingteamid,runs,hits,errors,leftOnBase
776352,1,0,139,3,3,0,1
776352,1,1,112,0,1,0,1
776352,2,0,139,0,0,0,0
776352,2,1,112,3,4,0,2
776352,3,0,139,0,0,0,0
776352,3,1,112,2,1,0,2
776352,4,0,139,1,2,0,1
776352,4,1,112,1,2,0,1
776352,5,0,139,0,0,0,0
776352,5,1,112,0,0,0,0
776352,6,0,139,0,0,0,0
776352,6,1,112,0,1,0,1
776352,7,0,139,0,0,0,0
776352,7,1,112,0,2,0,1
776352,8,0,139,0,0,0,0
776352,8,1,112,0,1,0,2
776352,9,0,139,0,0,0,0
776352,9,1,112,,0,0,0
776351,1,0,134,0,0,0,0
776351,1,1,120,0,0,0,0
776351,2,0,134,0,1,0,2
776351,2,1,120,0,0,1,0
776351,3,0,134,1,3,0,2
776351,3,1,120,0,1,0,1
776351,4,0,134,0,1,0,0
776351,4,1,120,0,0,0,0
776351,5,0,134,2,2,0,0
776351,5,1,120,0,0,0,0
776351,6,0,134,0,0,0,0
776351,6,1,120,2,3,0,2
776351,7,0,134,0,0,1,0
776351,7,1,120,4,4,0,1
776351,8,0,134,0,0,0,0
776351,8,1,120,0,0,0,0
776351,9,0,134,2,3,0,1
776351,9,1,120,,0,0,0
776354,1,0,118,1,2,0,1
776354,1,1,143,0,1,0,1
776354,2,0,118,0,1,0,1
776354,2,1,143,1,2,0,2
776354,3,0,118,0,0,0,0
776354,3,1,143,3,4,0,1
776354,4,0,118,0,1,0,2
776354,4,1,143,2,3,0,1
776354,5,0,118,0,1,0,2
776354,5,1,143,0,1,0,0
776354,6,0,118,0,0,0,0
776354,6,1,143,0,2,0,2
776354,7,0,118,1,1,0,1
776354,7,1,143,2,1,0,0
776354,8,0,118,0,1,0,0
776354,8,1,143,0,0,0,0
776354,9,0,118,0,0,0,0
776354,9,1,143,,0,0,0
776353,1,0,110,0,0,0,0
776353,1,1,141,0,1,0,1
776353,2,0,110,0,0,0,1
776353,2,1,141,0,0,0,0
776353,3,0,110,1,2,0,1
776353,3,1,141,0,0,0,3
776353,4,0,110,0,0,0,0
776353,4,1,141,0,1,0,1
776353,5,0,110,0,0,1,0
776353,5,1,141,1,1,0,1
776353,6,0,110,0,0,1,2
776353,6,1,141,1,2,0,1
776353,7,0,110,0,0,0,0
776353,7,1,141,1,2,0,2
776353,8,0,110,0,0,0,0
776353,8,1,141,3,3,0,0
776353,9,0,110,0,1,0,1
776353,9,1,141,,0,0,0
776359,1,0,140,6,4,0,1
776359,1,1,121,0,0,0,0
776359,2,0,140,0,1,0,1
776359,2,1,121,0,1,1,1
776359,3,0,140,0,0,0,0
776359,3,1,121,3,3,0,0
776359,4,0,140,0,1,0,2
776359,4,1,121,0,0,0,0
776359,5,0,140,0,0,0,0
776359,5,1,121,0,0,0,0
776359,6,0,140,0,0,0,0
776359,6,1,121,0,0,0,0
776359,7,0,140,2,2,0,1
776359,7,1,121,0,0,0,0
776359,8,0,140,0,2,0,3
776359,8,1,121,0,1,1,1
776359,9,0,140,0,1,0,0
776359,9,1,121,0,0,0,0
776361,1,0,145,0,0,0,0
776361,1,1,114,0,0,0,1
776361,2,0,145,0,0,0,0
776361,2,1,114,0,0,0,0
776361,3,0,145,0,2,0,1
776361,3,1,114,0,0,0,0
776361,4,0,145,0,0,0,0
776361,4,1,114,1,1,0,0
776361,5,0,145,0,0,0,0
776361,5,1,114,1,2,0,0
776361,6,0,145,0,0,0,1
776361,6,1,114,0,0,1,0
776361,7,0,145,0,0,0,0
776361,7,1,114,1,2,0,1
776361,8,0,145,0,0,0,0
776361,8,1,114,1,1,0,0
776361,9,0,145,0,0,0,1
776361,9,1,114,,0,0,0
776366,1,0,116,0,1,0,1
776366,1,1,146,1,1,0,0
776366,2,0,116,0,0,0,0
776366,2,1,146,2,2,0,1
776366,3,0,116,0,0,0,0
776366,3,1,146,0,0,0,0
776366,4,0,116,1,1,0,0
776366,4,1,146,2,3,0,1
776366,5,0,116,0,0,0,0
776366,5,1,146,0,0,0,0
776366,6,0,116,0,0,0,0
776366,6,1,146,3,2,0,0
776366,7,0,116,1,2,0,1
776366,7,1,146,0,0,0,0
776366,8,0,116,0,0,0,2
776366,8,1,146,0,0,0,0
776366,9,0,116,0,0,0,1
776366,9,1,146,,0,0,0
776363,1,0,147,1,2,0,1
776363,1,1,111,0,0,0,0
776363,2,0,147,0,1,1,0
776363,2,1,111,0,0,0,1
776363,3,0,147,1,1,0,2
776363,3,1,111,0,0,0,1
776363,4,0,147,0,0,0,0
776363,4,1,111,0,0,0,0
776363,5,0,147,0,0,0,0
776363,5,1,111,0,0,0,2
776363,6,0,147,0,1,1,1
776363,6,1,111,0,0,0,1
776363,7,0,147,2,2,0,2
776363,7,1,111,1,1,1,1
776363,8,0,147,0,1,0,1
776363,8,1,111,0,1,0,1
776363,9,0,147,0,1,0,1
776363,9,1,111,0,0,1,0
