gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
776455,2025-09-05T18:20:00Z,2025-09-05,1,R,F,Final,120,Washington Nationals,5,112,Chicago Cubs,11,17,Wrigley Field,9
776450,2025-09-05T22:40:00Z,2025-09-05,1,R,F,Final,121,New York Mets,5,113,Cincinnati Reds,4,2602,Great American Ball Park,9
776452,2025-09-05T22:40:00Z,2025-09-05,1,R,F,Final,145,Chicago White Sox,7,116,Detroit Tigers,5,2394,Comerica Park,9
776453,2025-09-05T22:40:00Z,2025-09-05,1,R,F,Final,158,Milwaukee Brewers,5,134,Pittsburgh Pirates,2,31,PNC Park,9
776454,2025-09-05T23:05:00Z,2025-09-05,1,R,F,Final,119,Los Angeles Dodgers,1,110,Baltimore Orioles,2,2,Oriole Park at Camden Yards,9
776457,2025-09-05T23:05:00Z,2025-09-05,1,R,F,Final,141,Toronto Blue Jays,7,147,New York Yankees,1,3313,Yankee Stadium,9
776456,2025-09-05T23:10:00Z,2025-09-05,1,R,F,Final,143,Philadelphia Phillies,9,146,Miami Marlins,3,4169,loanDepot park,9
776460,2025-09-05T23:15:00Z,2025-09-05,1,R,F,Final,136,Seattle Mariners,1,144,Atlanta Braves,4,4705,Truist Park,9
776451,2025-09-05T23:35:00Z,2025-09-05,1,R,F,Final,114,Cleveland Guardians,7,139,Tampa Bay Rays,1,2523,George M. Steinbrenner Field,9
776446,2025-09-05T23:40:00Z,2025-09-05,1,R,F,Final,142,Minnesota Twins,1,118,Kansas City Royals,2,7,Kauffman Stadium,9
776449,2025-09-06T00:05:00Z,2025-09-05,1,R,F,Final,117,Houston Astros,3,140,Texas Rangers,4,5325,Globe Life Field,9
776445,2025-09-06T00:15:00Z,2025-09-05,1,R,F,Final,137,San Francisco Giants,8,138,St. Louis Cardinals,2,2889,Busch Stadium,9
776442,2025-09-06T00:40:00Z,2025-09-05,1,R,F,Final,135,San Diego Padres,0,115,Colorado Rockies,3,19,Coors Field,9
776444,2025-09-06T01:38:00Z,2025-09-05,1,R,F,Final,133,Athletics,10,108,Los Angeles Angels,4,1,Angel Stadium,9
776448,2025-09-06T01:40:00Z,2025-09-05,1,R,F,Final,111,Boston Red Sox,5,109,Arizona Diamondbacks,10,15,Chase Field,9
