gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
778314,2025-04-15T22:40:00Z,2025-04-15,1,R,F,Final,120,Washington Nationals,3,134,Pittsburgh Pirates,0,31,PNC Park,9
778316,2025-04-15T22:40:00Z,2025-04-15,1,R,F,Final,136,Seattle Mariners,4,113,Cincinnati Reds,8,2602,Great American Ball Park,9
778318,2025-04-15T22:40:00Z,2025-04-15,1,R,F,Final,109,Arizona Diamondbacks,10,146,Miami Marlins,4,4169,loanDepot park,9
778313,2025-04-15T22:45:00Z,2025-04-15,1,R,F,Final,137,San Francisco Giants,4,143,Philadelphia Phillies,6,2681,Citizens Bank Park,9
778317,2025-04-15T23:05:00Z,2025-04-15,1,R,F,Final,114,Cleveland Guardians,6,110,Baltimore Orioles,3,2,Oriole Park at Camden Yards,9
778319,2025-04-15T23:05:00Z,2025-04-15,1,R,F,Final,111,Boston Red Sox,7,139,Tampa Bay Rays,4,2523,George M. Steinbrenner Field,9
778312,2025-04-15T23:05:00Z,2025-04-15,1,R,F,Final,118,Kansas City Royals,2,147,New York Yankees,4,3313,Yankee Stadium,9
778311,2025-04-15T23:07:00Z,2025-04-15,1,R,F,Final,144,Atlanta Braves,3,141,Toronto Blue Jays,6,14,Rogers Centre,9
778307,2025-04-15T23:40:00Z,2025-04-15,1,R,F,Final,121,New York Mets,3,142,Minnesota Twins,6,3312,Target Field,9
778309,2025-04-15T23:40:00Z,2025-04-15,1,R,F,Final,133,Athletics,12,145,Chicago White Sox,3,4,Rate Field,9
778310,2025-04-15T23:40:00Z,2025-04-15,1,R,F,Final,116,Detroit Tigers,0,158,Milwaukee Brewers,5,32,American Family Field,9
778308,2025-04-15T23:45:00Z,2025-04-15,1,R,F,Final,117,Houston Astros,2,138,St. Louis Cardinals,0,2889,Busch Stadium,9
778306,2025-04-16T00:05:00Z,2025-04-15,1,R,F,Final,108,Los Angeles Angels,0,140,Texas Rangers,4,5325,Globe Life Field,9
778305,2025-04-16T01:40:00Z,2025-04-15,1,R,F,Final,112,Chicago Cubs,2,135,San Diego Padres,1,2680,Petco Park,9
778302,2025-04-16T02:10:00Z,2025-04-15,1,R,F,Final,115,Colorado Rockies,2,119,Los Angeles Dodgers,6,22,Dodger Stadium,9
