gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
777283,2025-07-01T19:07:00Z,2025-07-01,1,R,F,Final,147,New York Yankees,5,141,Toronto Blue Jays,12,14,Rogers Centre,9
777288,2025-07-01T22:40:00Z,2025-07-01,1,R,F,Final,138,St. Louis Cardinals,0,134,Pittsburgh Pirates,1,31,PNC Park,9
777293,2025-07-01T22:40:00Z,2025-07-01,1,R,F,Final,142,Minnesota Twins,0,146,Miami Marlins,2,4169,loanDepot park,9
777286,2025-07-01T23:05:00Z,2025-07-01,1,R,F,Final,133,Athletics,4,139,Tampa Bay Rays,3,2523,George M. Steinbrenner Field,9
777294,2025-07-01T23:10:00Z,2025-07-01,1,R,F,Final,113,Cincinnati Reds,3,111,Boston Red Sox,5,3,Fenway Park,9
777298,2025-07-01T23:15:00Z,2025-07-01,1,R,F,Final,108,Los Angeles Angels,4,144,Atlanta Braves,0,4705,Truist Park,9
777287,2025-07-02T00:05:00Z,2025-07-01,1,R,F,Final,114,Cleveland Guardians,2,112,Chicago Cubs,5,17,Wrigley Field,9
777282,2025-07-02T00:05:00Z,2025-07-01,1,R,F,Final,110,Baltimore Orioles,2,140,Texas Rangers,10,5325,Globe Life Field,9
777285,2025-07-02T00:40:00Z,2025-07-01,1,R,F,Final,117,Houston Astros,6,115,Colorado Rockies,5,19,Coors Field,9
777281,2025-07-02T01:40:00Z,2025-07-01,1,R,F,Final,118,Kansas City Royals,6,136,Seattle Mariners,3,680,T-Mobile Park,9
777278,2025-07-02T01:40:00Z,2025-07-01,1,R,F,Final,137,San Francisco Giants,2,109,Arizona Diamondbacks,8,15,Chase Field,9
777280,2025-07-02T02:10:00Z,2025-07-01,1,R,F,Final,145,Chicago White Sox,1,119,Los Angeles Dodgers,6,22,Dodger Stadium,9
777290,2025-07-01T22:35:00Z,2025-07-02,1,R,D,Postponed,135,San Diego Padres,,143,Philadelphia Phillies,,2681,Citizens Bank Park,9
777284,2025-07-01T22:45:00Z,2025-07-02,1,R,D,Postponed,116,Detroit Tigers,,120,Washington Nationals,,3309,Nationals Park,9
777289,2025-07-01T23:10:00Z,2025-07-02,1,R,D,Postponed,158,Milwaukee Brewers,,121,New York Mets,,3289,Citi Field,9
