gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
778250,2025-04-20T17:35:00Z,2025-04-20,1,R,F,Final,113,Cincinnati Reds,24,110,Baltimore Orioles,2,2,Oriole Park at Camden Yards,9
778242,2025-04-20T17:35:00Z,2025-04-20,1,R,F,Final,114,Cleveland Guardians,5,134,Pittsburgh Pirates,4,31,PNC Park,9
778249,2025-04-20T17:35:00Z,2025-04-20,1,R,F,Final,142,Minnesota Twins,2,144,Atlanta Braves,6,4705,Truist Park,9
778245,2025-04-20T17:35:00Z,2025-04-20,1,R,F,Final,145,Chicago White Sox,8,111,Boston Red Sox,4,3,Fenway Park,9
778248,2025-04-20T17:35:00Z,2025-04-20,1,R,F,Final,146,Miami Marlins,7,143,Philadelphia Phillies,5,2681,Citizens Bank Park,9
778241,2025-04-20T17:37:00Z,2025-04-20,1,R,F,Final,136,Seattle Mariners,8,141,Toronto Blue Jays,3,14,Rogers Centre,9
778246,2025-04-20T17:40:00Z,2025-04-20,1,R,F,Final,118,Kansas City Royals,4,116,Detroit Tigers,3,2394,Comerica Park,9
778244,2025-04-20T17:40:00Z,2025-04-20,1,R,F,Final,138,St. Louis Cardinals,4,121,New York Mets,7,3289,Citi Field,9
778240,2025-04-20T17:40:00Z,2025-04-20,1,R,F,Final,147,New York Yankees,4,139,Tampa Bay Rays,0,2523,George M. Steinbrenner Field,9
778239,2025-04-20T18:10:00Z,2025-04-20,1,R,F,Final,133,Athletics,1,158,Milwaukee Brewers,14,32,American Family Field,9
778236,2025-04-20T18:20:00Z,2025-04-20,1,R,F,Final,109,Arizona Diamondbacks,3,112,Chicago Cubs,2,17,Wrigley Field,9
778234,2025-04-20T18:35:00Z,2025-04-20,1,R,F,Final,119,Los Angeles Dodgers,1,140,Texas Rangers,0,5325,Globe Life Field,9
778235,2025-04-20T19:10:00Z,2025-04-20,1,R,F,Final,120,Washington Nationals,3,115,Colorado Rockies,2,19,Coors Field,9
778266,2025-04-21T00:10:00Z,2025-04-20,1,R,F,Final,120,Washington Nationals,1,115,Colorado Rockies,3,19,Coors Field,9
778232,2025-04-20T20:07:00Z,2025-04-20,1,R,F,Final,137,San Francisco Giants,4,108,Los Angeles Angels,5,1,Angel Stadium,9
778237,2025-04-20T23:10:00Z,2025-04-20,1,R,F,Final,135,San Diego Padres,3,117,Houston Astros,2,2392,Daikin Park,9
