gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
779082,2025-02-24T18:05:00Z,2025-02-24,1,S,F,Final,121,New York Mets,4,138,St. Louis Cardinals,7,2520,Roger Dean Chevrolet Stadium,9
778837,2025-02-24T20:05:00Z,2025-02-24,1,S,F,Final,119,Los Angeles Dodgers,1,113,Cincinnati Reds,8,3834,Goodyear Ballpark,9
778943,2025-02-24T20:05:00Z,2025-02-24,1,S,F,Final: Tied,133,Athletics,1,118,Kansas City Royals,1,2603,Surprise Stadium,9
778994,2025-02-24T20:05:00Z,2025-02-24,1,S,F,Final: Tied,115,Colorado Rockies,2,137,San Francisco Giants,2,2532,Scottsdale Stadium,9
778865,2025-02-24T20:05:00Z,2025-02-24,1,S,F,Final,140,Texas Rangers,11,145,Chicago White Sox,3,3809,Camelback Ranch,9
778806,2025-02-24T20:10:00Z,2025-02-24,1,S,F,Final,114,Cleveland Guardians,3,109,Arizona Diamondbacks,4,4249,Salt River Fields at Talking Stick,9
779019,2025-02-24T20:10:00Z,2025-02-24,1,S,F,Final,112,Chicago Cubs,10,135,San Diego Padres,5,2530,Peoria Stadium,9
779159,2025-02-24T20:10:00Z,2025-02-24,1,S,F,Final,137,San Francisco Giants,4,108,Los Angeles Angels,7,2500,Tempe Diablo Stadium,9
779104,2025-02-24T20:10:00Z,2025-02-24,1,S,F,Final,136,Seattle Mariners,12,158,Milwaukee Brewers,8,2518,American Family Fields of Phoenix,9
779114,2025-02-24T18:05:00Z,2025-02-24,1,S,C,Cancelled,141,Toronto Blue Jays,,116,Detroit Tigers,,2511,Publix Field at Joker Marchant Stadium,9
778978,2025-02-24T18:05:00Z,2025-02-24,1,S,C,Cancelled,142,Minnesota Twins,,139,Tampa Bay Rays,,2534,Charlotte Sports Park,9
778913,2025-02-24T18:05:00Z,2025-02-24,1,S,C,Cancelled,134,Pittsburgh Pirates,,143,Philadelphia Phillies,,2700,BayCare Ballpark,9
778737,2025-02-24T18:05:00Z,2025-02-24,1,S,C,Cancelled,146,Miami Marlins,,117,Houston Astros,,5000,CACTI Park of the Palm Beaches,9
779134,2025-02-24T21:05:00Z,2025-02-24,1,S,C,Cancelled,144,Atlanta Braves,,110,Baltimore Orioles,,2508,Ed Smith Stadium,9
778771,2025-02-24T21:05:00Z,2025-02-24,1,S,C,Cancelled,147,New York Yankees,,111,Boston Red Sox,,4309,JetBlue Park,9
