gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
777770,2025-05-26T17:10:00Z,2025-05-26,1,R,F,Final,137,San Francisco Giants,1,116,Detroit Tigers,3,2394,Comerica Park,9
777764,2025-05-26T18:10:00Z,2025-05-26,1,R,F,Final,111,Boston Red Sox,2,158,Milwaukee Brewers,3,32,American Family Field,9
777757,2025-05-26T18:20:00Z,2025-05-26,1,R,F,Final,115,Colorado Rockies,1,112,Chicago Cubs,3,17,Wrigley Field,9
777771,2025-05-26T19:05:00Z,2025-05-26,1,R,F,Final,138,St. Louis Cardinals,2,110,Baltimore Orioles,5,2,Oriole Park at Camden Yards,9
777759,2025-05-26T20:05:00Z,2025-05-26,1,R,F,Final,141,Toronto Blue Jays,2,140,Texas Rangers,1,5325,Globe Life Field,9
777760,2025-05-26T20:10:00Z,2025-05-26,1,R,F,Final,113,Cincinnati Reds,7,118,Kansas City Royals,4,7,Kauffman Stadium,9
777758,2025-05-26T20:10:00Z,2025-05-26,1,R,F,Final,145,Chicago White Sox,1,121,New York Mets,2,3289,Citi Field,9
777769,2025-05-26T22:10:00Z,2025-05-26,1,R,F,Final,119,Los Angeles Dodgers,7,114,Cleveland Guardians,2,5,Progressive Field,9
777762,2025-05-26T23:05:00Z,2025-05-26,1,R,F,Final,142,Minnesota Twins,2,139,Tampa Bay Rays,7,2523,George M. Steinbrenner Field,9
777761,2025-05-27T00:10:00Z,2025-05-26,1,R,F,Final,134,Pittsburgh Pirates,0,109,Arizona Diamondbacks,5,15,Chase Field,9
777756,2025-05-27T00:40:00Z,2025-05-26,1,R,F,Final,146,Miami Marlins,3,135,San Diego Padres,4,2680,Petco Park,9
777763,2025-05-27T01:38:00Z,2025-05-26,1,R,F,Final,147,New York Yankees,5,108,Los Angeles Angels,1,1,Angel Stadium,9
