gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
777996,2025-05-09T22:40:00Z,2025-05-09,1,R,F,Final,140,Texas Rangers,1,116,Detroit Tigers,2,2394,Comerica Park,9
777998,2025-05-09T22:40:00Z,2025-05-09,1,R,F,Final,144,Atlanta Braves,2,134,Pittsburgh Pirates,3,31,PNC Park,9
777995,2025-05-09T22:45:00Z,2025-05-09,1,R,F,Final,138,St. Louis Cardinals,10,120,Washington Nationals,0,3309,Nationals Park,9
778002,2025-05-09T23:05:00Z,2025-05-09,1,R,F,Final,158,Milwaukee Brewers,3,139,Tampa Bay Rays,4,2523,George M. Steinbrenner Field,9
778001,2025-05-09T23:10:00Z,2025-05-09,1,R,F,Final,112,Chicago Cubs,2,121,New York Mets,7,3289,Citi Field,9
777997,2025-05-09T23:10:00Z,2025-05-09,1,R,F,Final,143,Philadelphia Phillies,0,114,Cleveland Guardians,6,5,Progressive Field,9
777990,2025-05-09T23:40:00Z,2025-05-09,1,R,F,Final,111,Boston Red Sox,1,118,Kansas City Royals,2,7,Kauffman Stadium,9
777991,2025-05-09T23:40:00Z,2025-05-09,1,R,F,Final,146,Miami Marlins,2,145,Chicago White Sox,6,4,Rate Field,9
777989,2025-05-10T00:10:00Z,2025-05-09,1,R,F,Final,113,Cincinnati Reds,0,117,Houston Astros,3,2392,Daikin Park,9
777992,2025-05-10T00:10:00Z,2025-05-09,1,R,F,Final,137,San Francisco Giants,1,142,Minnesota Twins,3,3312,Target Field,9
777993,2025-05-10T00:40:00Z,2025-05-09,1,R,F,Final,135,San Diego Padres,13,115,Colorado Rockies,9,19,Coors Field,9
777986,2025-05-10T01:38:00Z,2025-05-09,1,R,F,Final,110,Baltimore Orioles,4,108,Los Angeles Angels,1,1,Angel Stadium,9
777988,2025-05-10T01:40:00Z,2025-05-09,1,R,F,Final,119,Los Angeles Dodgers,14,109,Arizona Diamondbacks,11,15,Chase Field,9
777984,2025-05-10T01:40:00Z,2025-05-09,1,R,F,Final,141,Toronto Blue Jays,6,136,Seattle Mariners,3,680,T-Mobile Park,9
777994,2025-05-10T02:05:00Z,2025-05-09,1,R,F,Final,147,New York Yankees,10,133,Athletics,2,2529,Sutter Health Park,9
