gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
776610,2025-08-24T16:05:00Z,2025-08-24,1,R,F,Final,115,Colorado Rockies,0,134,Pittsburgh Pirates,4,31,PNC Park,9
776606,2025-08-24T16:10:00Z,2025-08-24,1,R,F,Final,138,St. Louis Cardinals,2,139,Tampa Bay Rays,7,2523,George M. Steinbrenner Field,9
776612,2025-08-24T17:35:00Z,2025-08-24,1,R,F,Final,117,Houston Astros,2,110,Baltimore Orioles,3,2,Oriole Park at Camden Yards,9
776613,2025-08-24T17:35:00Z,2025-08-24,1,R,F,Final,120,Washington Nationals,2,143,Philadelphia Phillies,3,2681,Citizens Bank Park,9
776624,2025-08-24T17:35:00Z,2025-08-24,1,R,F,Final,121,New York Mets,3,144,Atlanta Braves,4,4705,Truist Park,9
776615,2025-08-24T17:40:00Z,2025-08-24,1,R,F,Final,118,Kansas City Royals,10,116,Detroit Tigers,8,2394,Comerica Park,9
776614,2025-08-24T17:40:00Z,2025-08-24,1,R,F,Final,141,Toronto Blue Jays,3,146,Miami Marlins,5,4169,loanDepot park,9
776607,2025-08-24T18:10:00Z,2025-08-24,1,R,F,Final,142,Minnesota Twins,0,145,Chicago White Sox,8,4,Rate Field,9
776608,2025-08-24T18:10:00Z,2025-08-24,1,R,F,Final,137,San Francisco Giants,4,158,Milwaukee Brewers,3,32,American Family Field,9
776611,2025-08-24T18:35:00Z,2025-08-24,1,R,F,Final,114,Cleveland Guardians,0,140,Texas Rangers,5,5325,Globe Life Field,9
776605,2025-08-24T20:07:00Z,2025-08-24,1,R,F,Final,112,Chicago Cubs,4,108,Los Angeles Angels,3,1,Angel Stadium,9
776609,2025-08-24T20:10:00Z,2025-08-24,1,R,F,Final,113,Cincinnati Reds,6,109,Arizona Diamondbacks,1,15,Chase Field,9
776603,2025-08-24T20:10:00Z,2025-08-24,1,R,F,Final,119,Los Angeles Dodgers,8,135,San Diego Padres,2,2680,Petco Park,9
776602,2025-08-24T20:10:00Z,2025-08-24,1,R,F,Final,133,Athletics,4,136,Seattle Mariners,11,680,T-Mobile Park,9
776616,2025-08-24T23:10:00Z,2025-08-24,1,R,F,Final,111,Boston Red Sox,2,147,New York Yankees,7,3313,Yankee Stadium,9
