gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
778727,2025-03-11T17:05:00Z,2025-03-11,1,S,F,Final,121,New York Mets,4,117,Houston Astros,7,5000,CACTI Park of the Palm Beaches,9
778767,2025-03-11T17:05:00Z,2025-03-11,1,S,F,Final,143,Philadelphia Phillies,18,111,Boston Red Sox,8,4309,JetBlue Park,9
778700,2025-03-11T17:05:00Z,2025-03-11,1,S,F,Final,116,Detroit Tigers,3,144,Atlanta Braves,1,5380,CoolToday Park,9
779070,2025-03-11T17:05:00Z,2025-03-11,1,S,F,Final,146,Miami Marlins,12,138,St. Louis Cardinals,5,2520,Roger Dean Chevrolet Stadium,9
779048,2025-03-11T17:05:00Z,2025-03-11,1,S,F,Final,110,Baltimore Orioles,6,147,New York Yankees,2,2523,George M. Steinbrenner Field,9
779030,2025-03-11T17:05:00Z,2025-03-11,1,S,F,Final,147,New York Yankees,1,134,Pittsburgh Pirates,9,2526,LECOM Park,9
778954,2025-03-11T17:07:00Z,2025-03-11,1,S,F,Final,142,Minnesota Twins,2,141,Toronto Blue Jays,3,2536,TD Ballpark,9
778824,2025-03-11T20:05:00Z,2025-03-11,1,S,F,Final,115,Colorado Rockies,5,113,Cincinnati Reds,8,3834,Goodyear Ballpark,9
778852,2025-03-11T20:05:00Z,2025-03-11,1,S,F,Final,114,Cleveland Guardians,4,119,Los Angeles Dodgers,10,3809,Camelback Ranch,9
778926,2025-03-11T20:05:00Z,2025-03-11,1,S,F,Final,108,Los Angeles Angels,6,140,Texas Rangers,13,2603,Surprise Stadium,9
778754,2025-03-11T20:05:00Z,2025-03-11,1,S,F,Final,158,Milwaukee Brewers,9,112,Chicago Cubs,7,4629,Sloan Park,9
778794,2025-03-11T20:10:00Z,2025-03-11,1,S,F,Final,118,Kansas City Royals,2,109,Arizona Diamondbacks,3,4249,Salt River Fields at Talking Stick,9
779007,2025-03-11T20:10:00Z,2025-03-11,1,S,F,Final,145,Chicago White Sox,5,135,San Diego Padres,7,2530,Peoria Stadium,9
778983,2025-03-11T23:05:00Z,2025-03-11,1,S,F,Final,133,Athletics,3,137,San Francisco Giants,5,2532,Scottsdale Stadium,9
