gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
776413,2025-09-08T22:40:00Z,2025-09-08,1,R,F,Final,118,Kansas City Royals,2,114,Cleveland Guardians,10,5,Progressive Field,9
776409,2025-09-08T22:40:00Z,2025-09-08,1,R,F,Final,120,Washington Nationals,15,146,Miami Marlins,7,4169,loanDepot park,9
776405,2025-09-08T22:45:00Z,2025-09-08,1,R,F,Final,121,New York Mets,0,143,Philadelphia Phillies,1,2681,Citizens Bank Park,9
776412,2025-09-08T23:15:00Z,2025-09-08,1,R,F,Final,112,Chicago Cubs,1,144,Atlanta Braves,4,4705,Truist Park,9
776406,2025-09-09T00:05:00Z,2025-09-08,1,R,F,Final,158,Milwaukee Brewers,0,140,Texas Rangers,5,5325,Globe Life Field,9
776411,2025-09-09T01:38:00Z,2025-09-08,1,R,F,Final,142,Minnesota Twins,12,108,Los Angeles Angels,3,1,Angel Stadium,9
776407,2025-09-09T01:40:00Z,2025-09-08,1,R,F,Final,113,Cincinnati Reds,3,135,San Diego Padres,4,2680,Petco Park,9
776400,2025-09-09T01:40:00Z,2025-09-08,1,R,F,Final,138,St. Louis Cardinals,2,136,Seattle Mariners,4,680,T-Mobile Park,9
776399,2025-09-09T01:45:00Z,2025-09-08,1,R,F,Final,109,Arizona Diamondbacks,5,137,San Francisco Giants,11,2395,Oracle Park,9
776410,2025-09-09T02:05:00Z,2025-09-08,1,R,F,Final,111,Boston Red Sox,7,133,Athletics,0,2529,Sutter Health Park,9
776408,2025-09-09T02:10:00Z,2025-09-08,1,R,F,Final,115,Colorado Rockies,1,119,Los Angeles Dodgers,3,22,Dodger Stadium,9
