gamePk,atBatIndex,playIndex,playId,runnerid,runnerfullName,originBase,start,end,event,eventType,movementReason,isOut,outBase,outNumber,isScoringEvent,rbi,earned,teamUnearned,responsiblepitcherid
776401,0,6,748251db-254d-3ab0-bd1f-6af98ccca411,669707,Jared Triolo,,,,Strikeout,strikeout,,True,1B,1,False,False,False,False,
776401,1,0,011ed74e-d975-37e5-af08-71c44f809e71,687462,Spencer Horwitz,,,2B,Double,double,,False,,,False,False,False,False,
776401,2,3,466bf432-e7ec-3ec2-a715-fb755783c179,668804,Bryan Reynolds,,,1B,Walk,walk,,False,,,False,False,False,False,
776401,3,1,7c2a462c-39d4-3f6f-8d86-81d6ebbe31cb,502054,Tommy Pham,,,,Pop Out,field_out,,True,1B,2,False,False,False,False,
776401,4,2,114efbc8-c016-38f9-b82c-3da7f049c0f5,457705,Andrew McCutchen,,,1B,Single,single,,False,,,False,False,False,False,
776401,4,2,114efbc8-c016-38f9-b82c-3da7f049c0f5,687462,Spencer Horwitz,2B,2B,3B,Single,single,r_adv_force,False,,,False,False,False,False,
776401,4,2,114efbc8-c016-38f9-b82c-3da7f049c0f5,687462,Spencer Horwitz,2B,3B,score,Single,single,r_adv_play,False,,,True,True,True,False,680694
776401,4,2,114efbc8-c016-38f9-b82c-3da7f049c0f5,668804,Bryan Reynolds,1B,1B,2B,Single,single,r_adv_force,False,,,False,False,False,False,
776401,5,0,ff948dbc-ca1b-3941-8b1c-e3476811e1ed,457705,Andrew McCutchen,1B,1B,,Forceout,force_out,r_force_out,True,2B,3,False,False,False,False,
776401,5,0,ff948dbc-ca1b-3941-8b1c-e3476811e1ed,693304,Nick Gonzales,,,1B,Forceout,force_out,,False,,,False,False,False,False,
776401,6,3,de6b3b90-8c3d-3d3e-95fd-40c9e1dce6bb,702616,Jackson Holliday,,,1B,Single,single,,False,,,False,False,False,False,
776401,7,5,4a04e0b8-6441-3f69-a292-7173070455e0,669236,Jeremiah Jackson,,,1B,Single,single,,False,,,False,False,False,False,
776401,7,5,4a04e0b8-6441-3f69-a292-7173070455e0,702616,Jackson Holliday,1B,1B,2B,Single,single,r_adv_force,False,,,False,False,False,False,
