gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
776829,2025-08-08T22:40:00Z,2025-08-08,1,R,F,Final,113,Cincinnati Reds,2,134,Pittsburgh Pirates,3,31,PNC Park,9
776831,2025-08-08T23:05:00Z,2025-08-08,1,R,F,Final,133,Athletics,2,110,Baltimore Orioles,3,2,Oriole Park at Camden Yards,9
776835,2025-08-08T23:05:00Z,2025-08-08,1,R,F,Final,117,Houston Astros,5,147,New York Yankees,3,3313,Yankee Stadium,9
776832,2025-08-08T23:10:00Z,2025-08-08,1,R,F,Final,108,Los Angeles Angels,5,116,Detroit Tigers,6,2394,Comerica Park,9
776834,2025-08-08T23:15:00Z,2025-08-08,1,R,F,Final,146,Miami Marlins,5,144,Atlanta Braves,1,4705,Truist Park,9
776833,2025-08-08T23:40:00Z,2025-08-08,1,R,F,Final,114,Cleveland Guardians,9,145,Chicago White Sox,5,4,Rate Field,9
776821,2025-08-09T00:05:00Z,2025-08-08,1,R,F,Final,143,Philadelphia Phillies,9,140,Texas Rangers,1,5325,Globe Life Field,9
776827,2025-08-09T00:10:00Z,2025-08-08,1,R,F,Final,118,Kansas City Royals,4,142,Minnesota Twins,9,3312,Target Field,9
776828,2025-08-09T00:10:00Z,2025-08-08,1,R,F,Final,121,New York Mets,2,158,Milwaukee Brewers,3,32,American Family Field,9
776826,2025-08-09T00:15:00Z,2025-08-08,1,R,F,Final,112,Chicago Cubs,0,138,St. Louis Cardinals,5,2889,Busch Stadium,9
776825,2025-08-09T01:40:00Z,2025-08-08,1,R,F,Final,115,Colorado Rockies,1,109,Arizona Diamondbacks,6,15,Chase Field,9
776820,2025-08-09T01:40:00Z,2025-08-08,1,R,F,Final,111,Boston Red Sox,10,135,San Diego Padres,2,2680,Petco Park,9
776824,2025-08-09T01:40:00Z,2025-08-08,1,R,F,Final,139,Tampa Bay Rays,2,136,Seattle Mariners,3,680,T-Mobile Park,9
776823,2025-08-09T02:10:00Z,2025-08-08,1,R,F,Final,141,Toronto Blue Jays,1,119,Los Angeles Dodgers,5,22,Dodger Stadium,9
776822,2025-08-09T02:15:00Z,2025-08-08,1,R,F,Final,120,Washington Nationals,0,137,San Francisco Giants,5,2395,Oracle Park,9
