gamepk,inning,half,battingteamid,runs,hits,errors,leftonbase,cummulative_score,batting_team_score,batting_team_scores,score_difference
778211,5,1,108,0.0,0,0,0,3.0,3,3.0,-3.0
778211,6,0,134,0.0,2,0,1,6.0,6,6.0,3.0
778211,6,1,108,0.0,0,0,0,3.0,3,3.0,-3.0
778211,7,0,134,0.0,1,0,2,6.0,6,6.0,3.0
778211,7,1,108,0.0,0,1,0,3.0,3,3.0,-3.0
778211,8,0,134,0.0,1,0,1,6.0,6,6.0,3.0
778211,8,1,108,0.0,0,0,2,3.0,3,3.0,-3.0
778211,9,0,134,3.0,3,0,1,9.0,6,6.0,3.0
778211,9,1,108,0.0,0,0,0,3.0,3,3.0,-6.0
778212,1,0,139,0.0,0,0,0,0.0,0,0.0,0.0
778212,1,1,109,0.0,1,0,1,0.0,0,0.0,0.0
778212,2,0,139,1.0,2,0,1,1.0,0,0.0,0.0
778212,2,1,109,0.0,1,0,1,0.0,0,0.0,-1.0
778212,3,0,139,0.0,1,0,1,1.0,1,1.0,1.0
778212,3,1,109,2.0,2,0,0,2.0,0,0.0,-1.0
778212,4,0,139,0.0,0,0,0,1.0,1,1.0,-1.0
778212,4,1,109,0.0,0,0,0,2.0,2,2.0,1.0
778212,5,0,139,0.0,1,0,1,1.0,1,1.0,-1.0
778212,5,1,109,1.0,1,0,1,3.0,2,2.0,1.0
778212,6,0,139,0.0,0,0,0,1.0,1,1.0,-2.0
778212,6,1,109,0.0,1,0,0,3.0,3,3.0,2.0
778212,7,0,139,0.0,0,0,1,1.0,1,1.0,-2.0
778212,7,1,109,0.0,0,0,0,3.0,3,3.0,2.0
778212,8,0,139,0.0,2,0,1,1.0,1,1.0,-2.0
778212,8,1,109,2.0,1,0,1,5.0,3,3.0,2.0
778212,9,0,139,0.0,0,0,0,1.0,1,1.0,-4.0
778212,9,1,109,,0,0,0,,5,5.0,4.0
778210,1,0,158,0.0,2,0,1,0.0,0,0.0,0.0
778210,1,1,137,0.0,0,0,0,0.0,0,0.0,0.0
778210,2,0,158,0.0,0,0,1,0.0,0,0.0,0.0
778210,2,1,137,0.0,1,0,0,0.0,0,0.0,0.0
778210,3,0,158,3.0,4,0,1,3.0,0,0.0,0.0
778210,3,1,137,1.0,3,0,2,1.0,0,0.0,-3.0
778210,4,0,158,0.0,1,0,2,3.0,3,3.0,2.0
778210,4,1,137,0.0,1,0,0,1.0,1,1.0,-2.0
778210,5,0,158,0.0,0,0,0,3.0,3,3.0,2.0
778210,5,1,137,0.0,0,0,0,1.0,1,1.0,-2.0
778210,6,0,158,8.0,4,0,0,11.0,3,3.0,2.0
778210,6,1,137,0.0,1,2,3,1.0,1,1.0,-10.0
778210,7,0,158,0.0,1,0,1,11.0,11,11.0,10.0
778210,7,1,137,1.0,1,0,1,2.0,1,1.0,-10.0
778210,8,0,158,0.0,0,0,0,11.0,11,11.0,9.0
778210,8,1,137,1.0,1,0,1,3.0,2,2.0,-9.0
778210,9,0,158,0.0,1,0,1,11.0,11,11.0,8.0
778210,9,1,137,0.0,3,0,2,3.0,3,3.0,-8.0
778213,1,0,140,2.0,2,0,1,2.0,0,0.0,0.0
778213,1,1,133,0.0,0,0,1,0.0,0,0.0,-2.0
778213,2,0,140,0.0,0,0,1,2.0,2,2.0,2.0
778213,2,1,133,1.0,1,0,0,1.0,0,0.0,-2.0
778213,3,0,140,1.0,1,0,1,3.0,2,2.0,1.0
778213,3,1,133,1.0,1,0,0,2.0,1,1.0,-2.0
778213,4,0,140,0.0,0,0,0,3.0,3,3.0,1.0
778213,4,1,133,0.0,1,0,2,2.0,2,2.0,-1.0
778213,5,0,140,4.0,4,0,0,7.0,3,3.0,1.0
778213,5,1,133,0.0,2,0,2,2.0,2,2.0,-5.0
778213,6,0,140,1.0,2,0,1,8.0,7,7.0,5.0
778213,6,1,133,0.0,2,0,3,2.0,2,2.0,-6.0
778213,7,0,140,0.0,1,0,3,8.0,8,8.0,6.0
778213,7,1,133,1.0,2,0,2,3.0,2,2.0,-6.0
778213,8,0,140,0.0,0,0,1,8.0,8,8.0,5.0
778213,8,1,133,2.0,2,0,0,5.0,3,3.0,-5.0
778213,9,0,140,0.0,0,0,0,8.0,8,8.0,3.0
778213,9,1,133,0.0,0,0,0,5.0,5,5.0,-3.0
778214,1,0,138,1.0,2,0,2,1.0,0,0.0,0.0
778214,1,1,144,0.0,2,0,2,0.0,0,0.0,-1.0
778214,2,0,138,0.0,0,0,0,1.0,1,1.0,1.0
778214,2,1,144,0.0,1,0,1,0.0,0,0.0,-1.0
778214,3,0,138,0.0,0,0,1,1.0,1,1.0,1.0
778214,3,1,144,0.0,1,0,1,0.0,0,0.0,-1.0
778214,4,0,138,0.0,1,0,1,1.0,1,1.0,1.0
778214,4,1,144,0.0,1,0,1,0.0,0,0.0,-1.0
778214,5,0,138,0.0,1,0,1,1.0,1,1.0,1.0
778214,5,1,144,0.0,1,0,2,0.0,0,0.0,-1.0
778214,6,0,138,0.0,1,0,1,1.0,1,1.0,1.0
778214,6,1,144,0.0,0,0,0,0.0,0,0.0,-1.0
778214,7,0,138,0.0,0,0,0,1.0,1,1.0,1.0
778214,7,1,144,1.0,2,0,1,1.0,0,0.0,-1.0
778214,8,0,138,0.0,1,0,2,1.0,1,1.0,0.0
778214,8,1,144,3.0,3,0,0,4.0,1,1.0,0.0
778214,9,0,138,0.0,1,0,1,1.0,1,1.0,-3.0
778214,9,1,144,,0,0,0,,4,4.0,3.0
778209,1,0,135,0.0,0,0,0,0.0,0,0.0,0.0
778209,1,1,116,1.0,3,1,3,1.0,0,0.0,0.0
778209,2,0,135,0.0,0,0,0,0.0,0,0.0,-1.0
778209,2,1,116,0.0,0,0,0,1.0,1,1.0,1.0
778209,3,0,135,0.0,1,1,1,0.0,0,0.0,-1.0
778209,3,1,116,0.0,1,0,1,1.0,1,1.0,1.0
778209,4,0,135,0.0,0,0,0,0.0,0,0.0,-1.0
778209,4,1,116,0.0,0,0,0,1.0,1,1.0,1.0
778209,5,0,135,0.0,0,0,0,0.0,0,0.0,-1.0
778209,5,1,116,1.0,1,0,0,2.0,1,1.0,1.0
778209,6,0,135,0.0,0,0,0,0.0,0,0.0,-2.0
778209,6,1,116,0.0,0,0,1,2.0,2,2.0,2.0
778209,7,0,135,0.0,0,0,0,0.0,0,0.0,-2.0
778209,7,1,116,2.0,3,0,1,4.0,2,2.0,2.0
778209,8,0,135,0.0,1,0,2,0.0,0,0.0,-4.0
778209,8,1,116,2.0,2,0,0,6.0,4,4.0,4.0
778209,9,0,135,0.0,0,0,0,0.0,0,0.0,-6.0
778209,9,1,116,,0,0,0,,6,6.0,6.0
778203,1,0,143,0.0,1,0,1,0.0,0,0.0,0.0
778203,1,1,121,0.0,1,0,1,0.0,0,0.0,0.0
778203,2,0,143,0.0,2,0,3,0.0,0,0.0,0.0
778203,2,1,121,2.0,2,1,0,2.0,0,0.0,0.0
778203,3,0,143,0.0,0,0,0,0.0,0,0.0,-2.0
778203,3,1,121,0.0,0,0,1,2.0,2,2.0,2.0
778203,4,0,143,2.0,4,0,2,2.0,0,0.0,-2.0
778203,4,1,121,0.0,1,0,1,2.0,2,2.0,0.0
778203,5,0,143,0.0,0,0,0,2.0,2,2.0,0.0
778203,5,1,121,0.0,1,0,2,2.0,2,2.0,0.0
778203,6,0,143,0.0,1,0,1,2.0,2,2.0,0.0
778203,6,1,121,0.0,0,0,0,2.0,2,2.0,0.0
778203,7,0,143,0.0,0,0,0,2.0,2,2.0,0.0
778203,7,1,121,0.0,1,0,1,2.0,2,2.0,0.0
778203,8,0,143,0.0,1,0,2,2.0,2,2.0,0.0
778203,8,1,121,0.0,0,0,0,2.0,2,2.0,0.0
778203,9,0,143,0.0,0,0,0,2.0,2,2.0,0.0
778203,9,1,121,0.0,2,0,2,2.0,2,2.0,0.0
778203,10,0,143,1.0,2,0,3,3.0,2,2.0,0.0
778203,10,1,121,2.0,2,0,2,4.0,2,2.0,-1.0
778208,1,0,113,1.0,2,0,1,1.0,0,0.0,0.0
778208,1,1,146,2.0,2,0,0,2.0,0,0.0,-1.0
778208,2,0,113,0.0,0,0,0,1.0,1,1.0,-1.0
778208,2,1,146,0.0,0,0,0,2.0,2,2.0,1.0
778208,3,0,113,1.0,1,0,0,2.0,1,1.0,-1.0
778208,3,1,146,0.0,0,0,0,2.0,2,2.0,0.0
778208,4,0,113,0.0,0,0,0,2.0,2,2.0,0.0
778208,4,1,146,0.0,0,0,0,2.0,2,2.0,0.0
778208,5,0,113,1.0,2,0,3,3.0,2,2.0,0.0
778208,5,1,146,0.0,1,0,1,2.0,2,2.0,-1.0
778208,6,0,113,0.0,0,0,0,3.0,3,3.0,1.0
778208,6,1,146,0.0,1,0,1,2.0,2,2.0,-1.0
778208,7,0,113,0.0,1,0,1,3.0,3,3.0,1.0
778208,7,1,146,0.0,1,0,1,2.0,2,2.0,-1.0
778208,8,0,113,1.0,1,0,1,4.0,3,3.0,1.0
778208,8,1,146,0.0,1,0,1,2.0,2,2.0,-2.0
778208,9,0,113,1.0,1,0,2,5.0,4,4.0,2.0
778208,9,1,146,0.0,0,0,0,2.0,2,2.0,-3.0
778206,1,0,147,2.0,2,1,2,2.0,0,0.0,0.0
778206,1,1,114,1.0,2,0,1,1.0,0,0.0,-2.0
778206,2,0,147,2.0,3,0,3,4.0,2,2.0,1.0
778206,2,1,114,0.0,1,0,2,1.0,1,1.0,-3.0
778206,3,0,147,0.0,0,0,0,4.0,4,4.0,3.0
778206,3,1,114,0.0,0,0,1,1.0,1,1.0,-3.0
778206,4,0,147,0.0,0,0,2,4.0,4,4.0,3.0
778206,4,1,114,0.0,0,0,0,1.0,1,1.0,-3.0
778206,5,0,147,0.0,1,0,1,4.0,4,4.0,3.0
778206,5,1,114,0.0,1,0,1,1.0,1,1.0,-3.0
778206,6,0,147,0.0,2,0,1,4.0,4,4.0,3.0
778206,6,1,114,0.0,0,0,0,1.0,1,1.0,-3.0
778206,7,0,147,1.0,2,0,3,5.0,4,4.0,3.0
778206,7,1,114,0.0,0,0,0,1.0,1,1.0,-4.0
778206,8,0,147,0.0,1,0,1,5.0,5,5.0,4.0
778206,8,1,114,0.0,0,0,0,1.0,1,1.0,-4.0
778206,9,0,147,0.0,0,0,0,5.0,5,5.0,4.0
778206,9,1,114,0.0,1,0,1,1.0,1,1.0,-4.0
778204,1,0,110,0.0,1,0,1,0.0,0,0.0,0.0
778204,1,1,120,3.0,3,0,0,3.0,0,0.0,0.0
778204,2,0,110,0.0,0,0,0,0.0,0,0.0,-3.0
778204,2,1,120,0.0,0,0,0,3.0,3,3.0,3.0
778204,3,0,110,1.0,2,0,2,1.0,0,0.0,-3.0
778204,3,1,120,0.0,0,0,0,3.0,3,3.0,2.0
778204,4,0,110,0.0,2,0,2,1.0,1,1.0,-2.0
778204,4,1,120,0.0,1,0,1,3.0,3,3.0,2.0
778204,5,0,110,0.0,1,0,1,1.0,1,1.0,-2.0
778204,5,1,120,0.0,0,0,0,3.0,3,3.0,2.0
778204,6,0,110,0.0,0,0,2,1.0,1,1.0,-2.0
778204,6,1,120,0.0,1,0,1,3.0,3,3.0,2.0
778204,7,0,110,1.0,1,0,2,2.0,1,1.0,-2.0
778204,7,1,120,0.0,0,0,0,3.0,3,3.0,1.0
778204,8,0,110,1.0,1,0,0,3.0,2,2.0,-1.0
778204,8,1,120,1.0,1,0,1,4.0,3,3.0,0.0
778204,9,0,110,0.0,2,0,2,3.0,3,3.0,-1.0
778204,9,1,120,,0,0,0,,4,4.0,1.0
778207,1,0,136,1.0,2,0,2,1.0,0,0.0,0.0
778207,1,1,111,0.0,1,0,1,0.0,0,0.0,-1.0
778207,2,0,136,0.0,2,0,2,1.0,1,1.0,1.0
778207,2,1,111,0.0,0,0,0,0.0,0,0.0,-1.0
778207,3,0,136,0.0,1,0,1,1.0,1,1.0,1.0
778207,3,1,111,0.0,1,0,1,0.0,0,0.0,-1.0
778207,4,0,136,3.0,3,0,0,4.0,1,1.0,1.0
778207,4,1,111,1.0,1,0,2,1.0,0,0.0,-4.0
778207,5,0,136,0.0,0,0,0,4.0,4,4.0,3.0
778207,5,1,111,1.0,2,0,1,2.0,1,1.0,-3.0
778207,6,0,136,2.0,1,0,1,6.0,4,4.0,2.0
778207,6,1,111,0.0,0,2,0,2.0,2,2.0,-4.0
778207,7,0,136,2.0,4,0,3,8.0,6,6.0,4.0
778207,7,1,111,0.0,0,0,0,2.0,2,2.0,-6.0
778207,8,0,136,0.0,0,0,0,8.0,8,8.0,6.0
778207,8,1,111,3.0,2,0,0,5.0,2,2.0,-6.0
778207,9,0,136,0.0,0,0,1,8.0,8,8.0,3.0
778207,9,1,111,0.0,0,0,0,5.0,5,5.0,-3.0
778205,1,0,119,0.0,1,0,0,0.0,0,0.0,0.0
778205,1,1,112,0.0,0,0,0,0.0,0,0.0,0.0
778205,2,0,119,0.0,0,0,0,0.0,0,0.0,0.0
778205,2,1,112,0.0,1,0,1,0.0,0,0.0,0.0
778205,3,0,119,2.0,3,0,2,2.0,0,0.0,0.0
778205,3,1,112,0.0,1,0,2,0.0,0,0.0,-2.0
778205,4,0,119,0.0,0,0,0,2.0,2,2.0,2.0
778205,4,1,112,3.0,2,0,0,3.0,0,0.0,-2.0
778205,5,0,119,3.0,3,0,0,5.0,2,2.0,-1.0
778205,5,1,112,4.0,2,1,1,7.0,3,3.0,-2.0
778205,6,0,119,1.0,3,0,2,6.0,5,5.0,-2.0
778205,6,1,112,0.0,0,0,0,7.0,7,7.0,1.0
778205,7,0,119,0.0,1,0,1,6.0,6,6.0,-1.0
778205,7,1,112,0.0,1,0,1,7.0,7,7.0,1.0
778205,8,0,119,0.0,0,0,0,6.0,6,6.0,-1.0
778205,8,1,112,0.0,1,0,1,7.0,7,7.0,1.0
778205,9,0,119,0.0,0,0,0,6.0,6,6.0,-1.0
778205,9,1,112,,0,0,0,,7,7.0,1.0
778200,1,0,141,0.0,0,0,0,0.0,0,0.0,0.0
778200,1,1,117,0.0,2,0,1,0.0,0,0.0,0.0
778200,2,0,141,0.0,1,0,1,0.0,0,0.0,0.0
778200,2,1,117,3.0,5,0,2,3.0,0,0.0,0.0
778200,3,0,141,0.0,0,0,0,0.0,0,0.0,-3.0
778200,3,1,117,0.0,1,0,1,3.0,3,3.0,3.0
778200,4,0,141,1.0,2,0,1,1.0,0,0.0,-3.0
778200,4,1,117,0.0,0,0,0,3.0,3,3.0,2.0
778200,5,0,141,0.0,0,0,0,1.0,1,1.0,-2.0
778200,5,1,117,0.0,0,0,1,3.0,3,3.0,2.0
778200,6,0,141,0.0,0,0,1,1.0,1,1.0,-2.0
778200,6,1,117,0.0,2,0,2,3.0,3,3.0,2.0
778200,7,0,141,0.0,0,0,0,1.0,1,1.0,-2.0
778200,7,1,117,0.0,2,0,2,3.0,3,3.0,2.0
778200,8,0,141,0.0,1,0,1,1.0,1,1.0,-2.0
778200,8,1,117,0.0,1,0,1,3.0,3,3.0,2.0
778200,9,0,141,0.0,1,0,2,1.0,1,1.0,-2.0
778200,9,1,117,,0,0,0,,3,3.0,2.0
778201,1,0,145,0.0,0,0,0,0.0,0,0.0,0.0
778201,1,1,142,0.0,2,0,2,0.0,0,0.0,0.0
778201,2,0,145,0.0,1,0,2,0.0,0,0.0,0.0
778201,2,1,142,0.0,1,0,3,0.0,0,0.0,0.0
778201,3,0,145,0.0,1,0,1,0.0,0,0.0,0.0
778201,3,1,142,1.0,3,0,3,1.0,0,0.0,0.0
778201,4,0,145,0.0,1,0,1,0.0,0,0.0,-1.0
778201,4,1,142,1.0,2,0,1,2.0,1,1.0,1.0
778201,5,0,145,3.0,2,0,2,3.0,0,0.0,-2.0
778201,5,1,142,1.0,2,1,2,3.0,2,2.0,-1.0
778201,6,0,145,0.0,1,0,0,3.0,3,3.0,0.0
778201,6,1,142,1.0,1,0,1,4.0,3,3.0,0.0
778201,7,0,145,0.0,0,0,0,3.0,3,3.0,-1.0
778201,7,1,142,2.0,1,0,1,6.0,4,4.0,1.0
778201,8,0,145,0.0,0,0,1,3.0,3,3.0,-3.0
778201,8,1,142,0.0,0,0,0,6.0,6,6.0,3.0
778201,9,0,145,0.0,0,0,0,3.0,3,3.0,-3.0
778201,9,1,142,,0,0,0,,6,6.0,3.0
778202,1,0,134,0.0,1,0,2,0.0,0,0.0,0.0
778202,1,1,108,0.0,0,0,0,0.0,0,0.0,0.0
778202,2,0,134,0.0,0,0,0,0.0,0,0.0,0.0
778202,2,1,108,0.0,0,0,0,0.0,0,0.0,0.0
778202,3,0,134,1.0,2,0,1,1.0,0,0.0,0.0
778202,3,1,108,0.0,0,0,0,0.0,0,0.0,-1.0
778202,4,0,134,0.0,1,0,1,1.0,1,1.0,1.0
778202,4,1,108,0.0,0,0,0,0.0,0,0.0,-1.0
778202,5,0,134,1.0,3,1,1,2.0,1,1.0,1.0
778202,5,1,108,0.0,1,0,2,0.0,0,0.0,-2.0
778202,6,0,134,0.0,1,0,0,2.0,2,2.0,2.0
778202,6,1,108,0.0,0,0,0,0.0,0,0.0,-2.0
778202,7,0,134,0.0,0,0,0,2.0,2,2.0,2.0
778202,7,1,108,0.0,0,0,0,0.0,0,0.0,-2.0
778202,8,0,134,0.0,2,0,2,2.0,2,2.0,2.0
778202,8,1,108,0.0,0,0,0,0.0,0,0.0,-2.0
778202,9,0,134,1.0,1,0,1,3.0,2,2.0,2.0
778202,9,1,108,0.0,1,0,1,0.0,0,0.0,-3.0
778199,1,0,139,0.0,0,0,0,0.0,0,0.0,0.0
778199,1,1,109,1.0,1,0,1,1.0,0,0.0,0.0
778199,2,0,139,2.0,3,0,2,2.0,0,0.0,-1.0
778199,2,1,109,1.0,2,0,1,2.0,1,1.0,-1.0
778199,3,0,139,0.0,0,0,0,2.0,2,2.0,0.0
778199,3,1,109,0.0,0,0,0,2.0,2,2.0,0.0
778199,4,0,139,0.0,0,0,0,2.0,2,2.0,0.0
778199,4,1,109,1.0,2,0,1,3.0,2,2.0,0.0
778199,5,0,139,0.0,1,0,1,2.0,2,2.0,-1.0
778199,5,1,109,0.0,1,0,1,3.0,3,3.0,1.0
778199,6,0,139,0.0,0,0,0,2.0,2,2.0,-1.0
778199,6,1,109,0.0,0,0,0,3.0,3,3.0,1.0
778199,7,0,139,2.0,3,0,2,4.0,2,2.0,-1.0
778199,7,1,109,2.0,1,0,0,5.0,3,3.0,-1.0
778199,8,0,139,1.0,3,0,3,5.0,4,4.0,-1.0
778199,8,1,109,0.0,1,0,3,5.0,5,5.0,0.0
778199,9,0,139,0.0,0,0,0,5.0,5,5.0,0.0
778199,9,1,109,0.0,0,0,0,5.0,5,5.0,0.0
778199,10,0,139,0.0,0,0,0,5.0,5,5.0,0.0
778199,10,1,109,0.0,0,0,1,5.0,5,5.0,0.0
778199,11,0,139,2.0,3,1,2,7.0,5,5.0,0.0
778199,11,1,109,1.0,1,0,2,6.0,5,5.0,-2.0
778198,1,0,158,0.0,1,0,2,0.0,0,0.0,0.0
778198,1,1,137,0.0,1,0,1,0.0,0,0.0,0.0
778198,2,0,158,0.0,2,0,3,0.0,0,0.0,0.0
778198,2,1,137,0.0,0,0,1,0.0,0,0.0,0.0
778198,3,0,158,0.0,0,0,0,0.0,0,0.0,0.0
778198,3,1,137,0.0,0,0,0,0.0,0,0.0,0.0
778198,4,0,158,0.0,0,0,0,0.0,0,0.0,0.0
778198,4,1,137,0.0,2,0,2,0.0,0,0.0,0.0
778198,5,0,158,0.0,0,0,0,0.0,0,0.0,0.0
778198,5,1,137,0.0,0,0,0,0.0,0,0.0,0.0
778198,6,0,158,0.0,2,2,1,0.0,0,0.0,0.0
778198,6,1,137,4.0,4,0,2,4.0,0,0.0,0.0
778198,7,0,158,0.0,1,0,2,0.0,0,0.0,-4.0
778198,7,1,137,0.0,1,0,1,4.0,4,4.0,4.0
778198,8,0,158,0.0,0,0,0,0.0,0,0.0,-4.0
778198,8,1,137,0.0,0,0,0,4.0,4,4.0,4.0
778198,9,0,158,2.0,3,0,2,2.0,0,0.0,-4.0
778198,9,1,137,,0,0,0,,4,4.0,2.0
778197,1,0,140,0.0,0,0,0,0.0,0,0.0,0.0
778197,1,1,133,4.0,6,0,2,4.0,0,0.0,0.0
778197,2,0,140,0.0,0,0,0,0.0,0,0.0,-4.0
778197,2,1,133,1.0,1,1,3,5.0,4,4.0,4.0
778197,3,0,140,0.0,0,0,0,0.0,0,0.0,-5.0
778197,3,1,133,0.0,0,0,0,5.0,5,5.0,5.0
778197,4,0,140,1.0,2,0,1,1.0,0,0.0,-5.0
778197,4,1,133,0.0,1,0,1,5.0,5,5.0,4.0
778197,5,0,140,0.0,2,0,1,1.0,1,1.0,-4.0
778197,5,1,133,0.0,1,0,1,5.0,5,5.0,4.0
778197,6,0,140,1.0,1,0,1,2.0,1,1.0,-4.0
778197,6,1,133,0.0,0,0,0,5.0,5,5.0,3.0
778197,7,0,140,0.0,1,0,1,2.0,2,2.0,-3.0
778197,7,1,133,0.0,1,0,1,5.0,5,5.0,3.0
778197,8,0,140,0.0,0,1,0,2.0,2,2.0,-3.0
778197,8,1,133,0.0,0,0,0,5.0,5,5.0,3.0
778197,9,0,140,0.0,1,0,1,2.0,2,2.0,-3.0
778197,9,1,133,,0,0,0,,5,5.0,3.0
778195,1,0,115,0.0,0,0,1,0.0,0,0.0,0.0
778195,1,1,118,0.0,0,0,0,0.0,0,0.0,0.0
778195,2,0,115,0.0,2,0,2,0.0,0,0.0,0.0
778195,2,1,118,1.0,2,0,1,1.0,0,0.0,0.0
778195,3,0,115,0.0,0,0,0,0.0,0,0.0,-1.0
778195,3,1,118,1.0,2,0,1,2.0,1,1.0,1.0
778195,4,0,115,0.0,0,0,0,0.0,0,0.0,-2.0
778195,4,1,118,0.0,0,0,0,2.0,2,2.0,2.0
778195,5,0,115,0.0,1,0,2,0.0,0,0.0,-2.0
778195,5,1,118,3.0,3,0,2,5.0,2,2.0,2.0
778195,6,0,115,1.0,2,0,2,1.0,0,0.0,-5.0
778195,6,1,118,0.0,0,0,1,5.0,5,5.0,4.0
778195,7,0,115,0.0,0,0,0,1.0,1,1.0,-4.0
778195,7,1,118,0.0,1,0,1,5.0,5,5.0,4.0
778195,8,0,115,1.0,2,1,1,2.0,1,1.0,-4.0
778195,8,1,118,1.0,1,0,0,6.0,5,5.0,3.0
778195,9,0,115,0.0,2,0,2,2.0,2,2.0,-4.0
778195,9,1,118,,0,0,0,,6,6.0,4.0
778189,1,0,145,0.0,1,0,2,0.0,0,0.0,0.0
778189,1,1,142,0.0,1,0,1,0.0,0,0.0,0.0
778189,2,0,145,1.0,1,0,0,1.0,0,0.0,0.0
778189,2,1,142,0.0,1,0,1,0.0,0,0.0,-1.0
778189,3,0,145,0.0,1,0,1,1.0,1,1.0,1.0
778189,3,1,142,0.0,1,0,1,0.0,0,0.0,-1.0
778189,4,0,145,1.0,1,0,3,2.0,1,1.0,1.0
778189,4,1,142,0.0,0,0,0,0.0,0,0.0,-2.0
778189,5,0,145,0.0,1,0,1,2.0,2,2.0,2.0
778189,5,1,142,0.0,1,0,1,0.0,0,0.0,-2.0
778189,6,0,145,1.0,2,0,1,3.0,2,2.0,2.0
778189,6,1,142,0.0,1,0,2,0.0,0,0.0,-3.0
778189,7,0,145,0.0,1,0,2,3.0,3,3.0,3.0
778189,7,1,142,0.0,1,0,1,0.0,0,0.0,-3.0
778196,1,0,136,2.0,2,0,1,2.0,0,0.0,0.0
778196,1,1,111,1.0,1,0,0,1.0,0,0.0,-2.0
778196,2,0,136,2.0,2,0,1,4.0,2,2.0,1.0
778196,2,1,111,0.0,0,0,1,1.0,1,1.0,-3.0
778196,3,0,136,0.0,0,0,0,4.0,4,4.0,3.0
778196,3,1,111,1.0,2,0,1,2.0,1,1.0,-3.0
778196,4,0,136,0.0,1,0,2,4.0,4,4.0,2.0
778196,4,1,111,0.0,0,0,0,2.0,2,2.0,-2.0
778196,5,0,136,0.0,0,0,2,4.0,4,4.0,2.0
778196,5,1,111,0.0,0,0,0,2.0,2,2.0,-2.0
778196,6,0,136,0.0,2,0,2,4.0,4,4.0,2.0
778196,6,1,111,0.0,0,0,1,2.0,2,2.0,-2.0
778196,7,0,136,0.0,1,0,3,4.0,4,4.0,2.0
778196,7,1,111,0.0,0,0,0,2.0,2,2.0,-2.0
778196,8,0,136,0.0,0,0,0,4.0,4,4.0,2.0
778196,8,1,111,1.0,1,0,0,3.0,2,2.0,-2.0
778196,9,0,136,0.0,1,0,1,4.0,4,4.0,1.0
778196,9,1,111,0.0,0,0,1,3.0,3,3.0,-1.0
778190,1,0,115,1.0,1,0,1,1.0,0,0.0,0.0
778190,1,1,118,2.0,3,0,3,2.0,0,0.0,-1.0
778190,2,0,115,1.0,1,0,0,2.0,1,1.0,-1.0
778190,2,1,118,0.0,0,0,0,2.0,2,2.0,0.0
778190,3,0,115,2.0,1,0,0,4.0,2,2.0,0.0
778190,3,1,118,2.0,4,0,2,4.0,2,2.0,-2.0
778190,4,0,115,0.0,1,0,1,4.0,4,4.0,0.0
778190,4,1,118,0.0,1,0,0,4.0,4,4.0,0.0
778190,5,0,115,0.0,0,0,0,4.0,4,4.0,0.0
778190,5,1,118,2.0,1,0,2,6.0,4,4.0,0.0
778190,6,0,115,0.0,0,0,0,4.0,4,4.0,-2.0
778190,6,1,118,0.0,1,0,1,6.0,6,6.0,2.0
778190,7,0,115,0.0,0,0,0,4.0,4,4.0,-2.0
778190,7,1,118,1.0,3,0,2,7.0,6,6.0,2.0
778190,8,0,115,0.0,0,0,0,4.0,4,4.0,-3.0
778190,8,1,118,0.0,0,0,1,7.0,7,7.0,3.0
778190,9,0,115,0.0,0,0,0,4.0,4,4.0,-3.0
778190,9,1,118,,0,0,0,,7,7.0,3.0
778194,1,0,158,1.0,3,0,2,1.0,0,0.0,0.0
778194,1,1,137,1.0,2,0,1,1.0,0,0.0,-1.0
778194,2,0,158,1.0,0,0,0,2.0,1,1.0,0.0
778194,2,1,137,0.0,0,0,1,1.0,1,1.0,-1.0
778194,3,0,158,0.0,1,0,1,2.0,2,2.0,1.0
778194,3,1,137,1.0,1,0,2,2.0,1,1.0,-1.0
778194,4,0,158,3.0,2,0,0,5.0,2,2.0,0.0
778194,4,1,137,0.0,1,1,2,2.0,2,2.0,-3.0
778194,5,0,158,0.0,0,0,1,5.0,5,5.0,3.0
778194,5,1,137,2.0,1,0,1,4.0,2,2.0,-3.0
778194,6,0,158,0.0,1,0,1,5.0,5,5.0,1.0
778194,6,1,137,0.0,1,0,1,4.0,4,4.0,-1.0
778194,7,0,158,0.0,0,0,0,5.0,5,5.0,1.0
778194,7,1,137,0.0,0,0,0,4.0,4,4.0,-1.0
778194,8,0,158,0.0,1,1,1,5.0,5,5.0,1.0
778194,8,1,137,2.0,1,0,2,6.0,4,4.0,-1.0
778194,9,0,158,0.0,1,0,2,5.0,5,5.0,-1.0
778194,9,1,137,,0,0,0,,6,6.0,1.0
778193,1,0,110,0.0,0,0,0,0.0,0,0.0,0.0
778193,1,1,120,0.0,0,0,1,0.0,0,0.0,0.0
778193,2,0,110,0.0,1,0,2,0.0,0,0.0,0.0
778193,2,1,120,1.0,2,0,1,1.0,0,0.0,0.0
778193,3,0,110,0.0,0,0,0,0.0,0,0.0,-1.0
778193,3,1,120,0.0,1,0,0,1.0,1,1.0,1.0
778193,4,0,110,0.0,0,0,0,0.0,0,0.0,-1.0
778193,4,1,120,0.0,0,0,0,1.0,1,1.0,1.0
778193,5,0,110,2.0,3,0,1,2.0,0,0.0,-1.0
778193,5,1,120,0.0,1,0,1,1.0,1,1.0,-1.0
778193,6,0,110,0.0,0,0,0,2.0,2,2.0,1.0
778193,6,1,120,0.0,0,0,0,1.0,1,1.0,-1.0
