gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
777704,2025-05-31T18:20:00Z,2025-05-31,1,R,F,Final,113,Cincinnati Reds,0,112,Chicago Cubs,2,17,Wrigley Field,9
777701,2025-05-31T19:07:00Z,2025-05-31,1,R,F,Final,133,Athletics,7,141,Toronto Blue Jays,8,14,Rogers Centre,9
777697,2025-05-31T20:05:00Z,2025-05-31,1,R,F,Final,138,St. Louis Cardinals,2,140,Texas Rangers,0,5325,Globe Life Field,9
777699,2025-05-31T20:05:00Z,2025-05-31,1,R,F,Final,145,Chicago White Sox,2,110,Baltimore Orioles,4,2,Oriole Park at Camden Yards,9
777702,2025-05-31T20:05:00Z,2025-05-31,1,R,F,Final,158,Milwaukee Brewers,17,143,Philadelphia Phillies,7,2681,Citizens Bank Park,9
777703,2025-05-31T20:10:00Z,2025-05-31,1,R,F,Final,108,Los Angeles Angels,5,114,Cleveland Guardians,7,5,Progressive Field,9
777694,2025-05-31T20:10:00Z,2025-05-31,1,R,F,Final,116,Detroit Tigers,0,118,Kansas City Royals,1,7,Kauffman Stadium,9
777700,2025-05-31T20:10:00Z,2025-05-31,1,R,F,Final,115,Colorado Rockies,2,121,New York Mets,8,3289,Citi Field,9
777693,2025-05-31T20:10:00Z,2025-05-31,1,R,F,Final,139,Tampa Bay Rays,16,117,Houston Astros,3,2392,Daikin Park,9
777706,2025-05-31T20:10:00Z,2025-05-31,1,R,F,Final,111,Boston Red Sox,0,144,Atlanta Braves,5,4705,Truist Park,9
777705,2025-05-31T20:10:00Z,2025-05-31,1,R,F,Final,137,San Francisco Giants,0,146,Miami Marlins,1,4169,loanDepot park,9
777695,2025-05-31T23:15:00Z,2025-05-31,1,R,F,Final,142,Minnesota Twins,4,136,Seattle Mariners,5,680,T-Mobile Park,9
777698,2025-05-31T23:15:00Z,2025-05-31,1,R,F,Final,147,New York Yankees,2,119,Los Angeles Dodgers,18,22,Dodger Stadium,9
777691,2025-06-01T01:40:00Z,2025-05-31,1,R,F,Final,134,Pittsburgh Pirates,5,135,San Diego Padres,0,2680,Petco Park,9
777696,2025-06-01T02:10:00Z,2025-05-31,1,R,F,Final,120,Washington Nationals,11,109,Arizona Diamondbacks,7,15,Chase Field,9
