gamePk,atBatIndex,playIndex,playId,runnerid,runnerfullName,originBase,start,end,event,eventType,movementReason,isOut,outBase,outNumber,isScoringEvent,rbi,earned,teamUnearned,responsiblepitcherid
776637,0,5,c99da910-d43c-33f1-9dae-3bd56c1cc078,671289,Tyler Freeman,,,,Groundout,field_out,,True,1B,1,False,False,False,False,
776637,1,6,bf15d2e6-e731-3ba3-b4ff-5b9f95f5ab0c,666160,Mickey Moniak,,,,Strikeout,strikeout,,True,1B,2,False,False,False,False,
776637,2,3,f69455f8-baf8-300a-81a2-5f84c8499965,678662,Ezequiel Tovar,,,,Strikeout,strikeout,,True,1B,3,False,False,False,False,
776637,3,7,ef80f338-57f3-3728-b9b7-3f244be59895,687462,Spencer Horwitz,,,,Strikeout,strikeout,,True,1B,1,False,False,False,False,
776637,4,1,580ef570-3045-37c6-a4bc-3f0ee0a87ebb,693304,Nick Gonzales,,,1B,Single,single,,False,,,False,False,False,False,
776637,5,3,f342e08e-1a90-3d3e-8af3-cec3650eb6f2,668804,Bryan Reynolds,,,,Groundout,field_out,,True,1B,2,False,False,False,False,
776637,5,3,f342e08e-1a90-3d3e-8af3-cec3650eb6f2,693304,Nick Gonzales,1B,1B,2B,Groundout,field_out,r_adv_force,False,,,False,False,False,False,
776637,6,0,2f0cd159-0561-32c7-9683-80fe27b3ca68,502054,Tommy Pham,,,1B,Hit By Pitch,hit_by_pitch,,False,,,False,False,False,False,
776637,7,1,38e6fe3f-39fc-3c64-8722-4182de96cc94,457705,Andrew McCutchen,,,2B,Double,double,,False,,,False,False,False,False,
776637,7,1,38e6fe3f-39fc-3c64-8722-4182de96cc94,502054,Tommy Pham,1B,1B,3B,Double,double,r_adv_force,False,,,False,False,False,False,
776637,7,1,38e6fe3f-39fc-3c64-8722-4182de96cc94,502054,Tommy Pham,1B,3B,score,Double,double,r_adv_play,False,,,True,True,True,False,622608
776637,7,1,38e6fe3f-39fc-3c64-8722-4182de96cc94,693304,Nick Gonzales,2B,2B,score,Double,double,r_adv_force,False,,,True,True,True,False,622608
776637,8,4,36372f23-972f-3b89-aad9-27a26bd61f8f,669261,Jack Suwinski,,,1B,Walk,walk,,False,,,False,False,False,False,
776637,9,4,52dd1188-68c9-346e-99d4-97a66d60439a,669707,Jared Triolo,,,1B,Single,single,,False,,,False,False,False,False,
776637,9,4,52dd1188-68c9-346e-99d4-97a66d60439a,457705,Andrew McCutchen,2B,2B,3B,Single,single,r_adv_force,False,,,False,False,False,False,
776637,9,4,52dd1188-68c9-346e-99d4-97a66d60439a,669261,Jack Suwinski,1B,1B,2B,Single,single,r_adv_force,False,,,False,False,False,False,
776637,10,3,5ca0bdd7-5beb-3a94-b278-301eba5d6b58,680779,Henry Davis,,,,Strikeout,strikeout,,True,1B,3,False,False,False,False,
776637,11,5,320a6955-dc2a-35da-924c-d3cad18e6da2,687597,Jordan Beck,,,,Groundout,field_out,,True,1B,1,False,False,False,False,
776637,12,2,37456413-d654-3f26-9c40-99834883294c,691720,Kyle Karros,,,,Groundout,field_out,,True,1B,2,False,False,False,False,
776637,13,3,d9760052-c50f-3594-b593-25df393653f2,690924,Braxton Fulford,,,,Strikeout,strikeout,,True,1B,3,False,False,False,False,
776637,14,0,d95fa193-230f-3c90-b8cc-86584dc39bb5,643396,Isiah Kiner-Falefa,,,2B,Double,double,,False,,,False,False,False,False,
776637,15,2,41e54e6d-1543-388d-b2c2-98c35c10c311,687462,Spencer Horwitz,,,2B,Double,double,,False,,,False,False,False,False,
776637,15,2,41e54e6d-1543-388d-b2c2-98c35c10c311,643396,Isiah Kiner-Falefa,2B,2B,3B,Double,double,r_adv_force,False,,,False,False,False,False,
