gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
777068,2025-07-21T22:40:00Z,2025-07-21,1,R,F,Final,110,Baltimore Orioles,5,114,Cleveland Guardians,10,5,Progressive Field,9
777060,2025-07-21T22:40:00Z,2025-07-21,1,R,F,Final,116,Detroit Tigers,0,134,Pittsburgh Pirates,3,31,PNC Park,9
777062,2025-07-21T22:40:00Z,2025-07-21,1,R,F,Final,135,San Diego Padres,2,146,Miami Marlins,1,4169,loanDepot park,9
777064,2025-07-21T22:45:00Z,2025-07-21,1,R,F,Final,113,Cincinnati Reds,8,120,Washington Nationals,10,3309,Nationals Park,9
777063,2025-07-21T22:45:00Z,2025-07-21,1,R,F,Final,111,Boston Red Sox,2,143,Philadelphia Phillies,3,2681,Citizens Bank Park,9
777066,2025-07-21T23:07:00Z,2025-07-21,1,R,F,Final,147,New York Yankees,1,141,Toronto Blue Jays,4,14,Rogers Centre,9
777061,2025-07-21T23:10:00Z,2025-07-21,1,R,F,Final,108,Los Angeles Angels,5,121,New York Mets,7,3289,Citi Field,9
777069,2025-07-21T23:15:00Z,2025-07-21,1,R,F,Final,137,San Francisco Giants,5,144,Atlanta Braves,9,4705,Truist Park,9
777059,2025-07-21T23:35:00Z,2025-07-21,1,R,F,Final,145,Chicago White Sox,8,139,Tampa Bay Rays,3,2523,George M. Steinbrenner Field,9
777065,2025-07-22T00:05:00Z,2025-07-21,1,R,F,Final,118,Kansas City Royals,12,112,Chicago Cubs,4,17,Wrigley Field,9
777057,2025-07-22T00:05:00Z,2025-07-21,1,R,F,Final,133,Athletics,2,140,Texas Rangers,7,5325,Globe Life Field,9
777053,2025-07-22T00:40:00Z,2025-07-21,1,R,F,Final,138,St. Louis Cardinals,6,115,Colorado Rockies,2,19,Coors Field,9
777055,2025-07-22T01:40:00Z,2025-07-21,1,R,F,Final,117,Houston Astros,6,109,Arizona Diamondbacks,3,15,Chase Field,9
777050,2025-07-22T01:40:00Z,2025-07-21,1,R,F,Final,158,Milwaukee Brewers,6,136,Seattle Mariners,0,680,T-Mobile Park,9
777051,2025-07-22T02:10:00Z,2025-07-21,1,R,F,Final,142,Minnesota Twins,2,119,Los Angeles Dodgers,5,22,Dodger Stadium,9
