gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
777164,2025-07-11T19:10:00Z,2025-07-11,1,R,F,Final,114,Cleveland Guardians,4,145,Chicago White Sox,2,4,Rate Field,9
777146,2025-07-12T00:10:00Z,2025-07-11,1,R,F,Final,114,Cleveland Guardians,4,145,Chicago White Sox,5,4,Rate Field,9
777157,2025-07-11T23:05:00Z,2025-07-11,1,R,F,Final,146,Miami Marlins,2,110,Baltimore Orioles,5,2,Oriole Park at Camden Yards,9
777153,2025-07-11T23:05:00Z,2025-07-11,1,R,F,Final,112,Chicago Cubs,0,147,New York Yankees,11,3313,Yankee Stadium,9
777160,2025-07-11T23:10:00Z,2025-07-11,1,R,F,Final,115,Colorado Rockies,3,113,Cincinnati Reds,2,2602,Great American Ball Park,9
777161,2025-07-11T23:10:00Z,2025-07-11,1,R,F,Final,136,Seattle Mariners,12,116,Detroit Tigers,3,2394,Comerica Park,9
777155,2025-07-11T23:10:00Z,2025-07-11,1,R,F,Final,139,Tampa Bay Rays,4,111,Boston Red Sox,5,3,Fenway Park,9
777151,2025-07-12T00:10:00Z,2025-07-11,1,R,F,Final,121,New York Mets,8,118,Kansas City Royals,3,7,Kauffman Stadium,9
777154,2025-07-12T00:10:00Z,2025-07-11,1,R,F,Final,140,Texas Rangers,7,117,Houston Astros,3,2392,Daikin Park,9
777148,2025-07-12T00:10:00Z,2025-07-11,1,R,F,Final,134,Pittsburgh Pirates,1,142,Minnesota Twins,2,3312,Target Field,9
777149,2025-07-12T00:10:00Z,2025-07-11,1,R,F,Final,120,Washington Nationals,3,158,Milwaukee Brewers,8,32,American Family Field,9
777147,2025-07-12T00:15:00Z,2025-07-11,1,R,F,Final,144,Atlanta Braves,6,138,St. Louis Cardinals,5,2889,Busch Stadium,9
777150,2025-07-12T01:38:00Z,2025-07-11,1,R,F,Final,109,Arizona Diamondbacks,5,108,Los Angeles Angels,6,1,Angel Stadium,9
777139,2025-07-12T01:40:00Z,2025-07-11,1,R,F,Final,143,Philadelphia Phillies,2,135,San Diego Padres,4,2680,Petco Park,9
777152,2025-07-12T02:05:00Z,2025-07-11,1,R,F,Final,141,Toronto Blue Jays,7,133,Athletics,6,2529,Sutter Health Park,9
777143,2025-07-12T02:15:00Z,2025-07-11,1,R,F,Final,119,Los Angeles Dodgers,7,137,San Francisco Giants,8,2395,Oracle Park,9
