gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
778053,2025-05-04T17:15:00Z,2025-05-04,1,R,F,Final,121,New York Mets,5,138,St. Louis Cardinals,6,2889,Busch Stadium,9
778068,2025-05-04T22:15:00Z,2025-05-04,1,R,F,Final,121,New York Mets,4,138,St. Louis Cardinals,5,2889,Busch Stadium,9
778062,2025-05-04T17:35:00Z,2025-05-04,1,R,F,Final,118,Kansas City Royals,11,110,Baltimore Orioles,6,2,Oriole Park at Camden Yards,9
778051,2025-05-04T17:35:00Z,2025-05-04,1,R,F,Final,135,San Diego Padres,4,134,Pittsburgh Pirates,0,31,PNC Park,9
778063,2025-05-04T17:35:00Z,2025-05-04,1,R,F,Final,142,Minnesota Twins,5,111,Boston Red Sox,4,3,Fenway Park,9
778057,2025-05-04T17:35:00Z,2025-05-04,1,R,F,Final,139,Tampa Bay Rays,7,147,New York Yankees,5,3313,Yankee Stadium,9
778056,2025-05-04T17:37:00Z,2025-05-04,1,R,F,Final,114,Cleveland Guardians,5,141,Toronto Blue Jays,4,14,Rogers Centre,9
778061,2025-05-04T17:40:00Z,2025-05-04,1,R,F,Final,133,Athletics,3,146,Miami Marlins,2,4169,loanDepot park,9
778059,2025-05-04T18:05:00Z,2025-05-04,1,R,F,Final,109,Arizona Diamondbacks,11,143,Philadelphia Phillies,9,2681,Citizens Bank Park,9
778055,2025-05-04T18:10:00Z,2025-05-04,1,R,F,Completed Early: Rain,117,Houston Astros,4,145,Chicago White Sox,5,4,Rate Field,9
778054,2025-05-04T18:10:00Z,2025-05-04,1,R,F,Final,112,Chicago Cubs,0,158,Milwaukee Brewers,4,32,American Family Field,9
778052,2025-05-04T18:35:00Z,2025-05-04,1,R,F,Final,136,Seattle Mariners,1,140,Texas Rangers,8,5325,Globe Life Field,9
778048,2025-05-04T20:05:00Z,2025-05-04,1,R,F,Final,115,Colorado Rockies,3,137,San Francisco Giants,9,2395,Oracle Park,9
778050,2025-05-04T20:07:00Z,2025-05-04,1,R,F,Final,116,Detroit Tigers,13,108,Los Angeles Angels,1,1,Angel Stadium,9
778058,2025-05-04T20:10:00Z,2025-05-04,1,R,F,Final,120,Washington Nationals,4,113,Cincinnati Reds,1,2602,Great American Ball Park,9
778060,2025-05-04T23:10:00Z,2025-05-04,1,R,F,Final,119,Los Angeles Dodgers,3,144,Atlanta Braves,4,4705,Truist Park,9
