gamePk,inning,half,battingteamid,runs,hits,errors,leftOnBase
776238,1,0,144,0,0,0,1
776238,1,1,116,0,2,0,2
776238,2,0,144,0,0,0,0
776238,2,1,116,0,1,0,1
776238,3,0,144,1,3,0,2
776238,3,1,116,0,0,0,2
776238,4,0,144,1,1,0,1
776238,4,1,116,0,1,0,1
776238,5,0,144,1,1,0,1
776238,5,1,116,0,2,0,2
776238,6,0,144,0,2,0,2
776238,6,1,116,0,1,0,2
776238,7,0,144,0,2,0,3
776238,7,1,116,0,0,0,0
776238,8,0,144,0,0,0,1
776238,8,1,116,0,2,0,2
776238,9,0,144,3,2,0,1
776238,9,1,116,2,2,0,1
776234,1,0,133,0,2,0,2
776234,1,1,134,2,3,0,2
776234,2,0,133,0,1,0,1
776234,2,1,134,2,2,0,0
776234,3,0,133,0,2,0,2
776234,3,1,134,0,0,0,0
776234,4,0,133,0,0,1,0
776234,4,1,134,3,4,0,1
776234,5,0,133,0,0,0,0
776234,5,1,134,3,2,0,0
776234,6,0,133,0,0,0,0
776234,6,1,134,0,1,0,1
776234,7,0,133,0,2,0,2
776234,7,1,134,0,1,0,1
776234,8,0,133,0,1,0,1
776234,8,1,134,1,2,0,1
776234,9,0,133,0,0,0,0
776234,9,1,134,,0,0,0
776240,1,0,147,0,0,0,0
776240,1,1,110,0,0,0,0
776240,2,0,147,0,1,0,1
776240,2,1,110,0,1,0,1
776240,3,0,147,0,0,0,1
776240,3,1,110,0,0,0,0
776240,4,0,147,0,0,0,0
776240,4,1,110,0,0,0,0
776240,5,0,147,0,0,0,0
776240,5,1,110,1,1,0,1
776240,6,0,147,1,1,0,2
776240,6,1,110,0,1,0,1
776240,7,0,147,0,1,0,2
776240,7,1,110,0,1,1,3
776240,8,0,147,0,2,0,3
776240,8,1,110,0,0,0,0
776240,9,0,147,0,0,0,0
776240,9,1,110,0,0,0,1
776240,10,0,147,6,5,0,2
776240,10,1,110,0,0,0,3
776239,1,0,112,0,0,0,0
776239,1,1,113,0,1,0,1
