gamePk,gameDate,officialDate,sportId,gameType,codedGameState,detailedState,awayteamid,awayteamname,awayteamscore,hometeamid,hometeamname,hometeamscore,venueid,venuename,scheduledInnings
776238,2025-09-21T17:10:00Z,2025-09-21,1,R,F,Final,144,Atlanta Braves,6,116,Detroit Tigers,2,2394,Comerica Park,9
776234,2025-09-21T17:35:00Z,2025-09-21,1,R,F,Final,133,Athletics,0,134,Pittsburgh Pirates,11,31,PNC Park,9
776240,2025-09-21T17:35:00Z,2025-09-21,1,R,F,Final,147,New York Yankees,7,110,Baltimore Orioles,1,2,Oriole Park at Camden Yards,9
776239,2025-09-21T17:40:00Z,2025-09-21,1,R,F,Final,112,Chicago Cubs,0,113,Cincinnati Reds,1,2602,Great American Ball Park,9
776237,2025-09-21T17:40:00Z,2025-09-21,1,R,F,Final,120,Washington Nationals,3,121,New York Mets,2,3289,Citi Field,9
776229,2025-09-21T18:10:00Z,2025-09-21,1,R,F,Final,141,Toronto Blue Jays,8,118,Kansas City Royals,5,7,Kauffman Stadium,9
776225,2025-09-21T18:10:00Z,2025-09-21,1,R,F,Final,114,Cleveland Guardians,2,142,Minnesota Twins,6,3312,Target Field,9
776235,2025-09-21T18:10:00Z,2025-09-21,1,R,F,Final,135,San Diego Padres,3,145,Chicago White Sox,2,4,Rate Field,9
776231,2025-09-21T18:15:00Z,2025-09-21,1,R,F,Final,158,Milwaukee Brewers,1,138,St. Louis Cardinals,5,2889,Busch Stadium,9
776226,2025-09-21T18:35:00Z,2025-09-21,1,R,F,Final,146,Miami Marlins,4,140,Texas Rangers,2,5325,Globe Life Field,9
776232,2025-09-21T19:10:00Z,2025-09-21,1,R,F,Final,108,Los Angeles Angels,1,115,Colorado Rockies,3,19,Coors Field,9
776227,2025-09-21T20:10:00Z,2025-09-21,1,R,F,Final,137,San Francisco Giants,3,119,Los Angeles Dodgers,1,22,Dodger Stadium,9
776230,2025-09-21T20:10:00Z,2025-09-21,1,R,F,Final,143,Philadelphia Phillies,2,109,Arizona Diamondbacks,9,15,Chase Field,9
776228,2025-09-21T23:10:00Z,2025-09-21,1,R,F,Final,136,Seattle Mariners,7,117,Houston Astros,3,2392,Daikin Park,9
776236,2025-09-21T23:35:00Z,2025-09-21,1,R,F,Final,111,Boston Red Sox,3,139,Tampa Bay Rays,7,2523,George M. Steinbrenner Field,9
